feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia	k__Bacteria.p__Firmicutes.c__Bacilli	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae	k__Bacteria.__.__	k__Bacteria.p__Firmicutes.c__Clostridia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria	k__Bacteria.p__Cyanobacteria.c__Chloroplast	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	k__Bacteria.p__Firmicutes.c__Erysipelotrichi	k__Bacteria.p__Actinobacteria.c__Actinobacteria	k__Bacteria.p__Tenericutes.c__Mollicutes	k__Bacteria.p__Firmicutes.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria	k__Bacteria.p__Deferribacteres.c__Deferribacteres	Unassigned.__.__	k__Bacteria.p__Bacteroidetes.__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia
HEB24007	0.373044963966246	0.418147999145719	0.00171601130431759	0.000844347096191001	0.20186352370877	0.00055627573396113	0.000203636652610771	0.0001688694192382	0.00148009079214658	0.000153969176364241	0.00163405996851082	3.47672333725706e-05	0	3.72506071848971e-05	1.24168690616324e-05	7.45012143697942e-06	9.4368204868406e-05
HEB24008	0.400656128473395	0.510932402794075	0.000643022286660974	0.000473051427448041	0.0834188307233591	0.000403424810421057	0.000153588125794819	0.000122870500635855	0.000962485588314196	8.60093504450984e-05	0.00202326757713708	4.09568335452849e-05	1.43348917408497e-05	0	6.14352503179274e-06	6.14352503179274e-06	5.73395669633989e-05
HEB24010	0.112652075052753	0.60606200783549	0.000962534115696245	0.000658295051400389	0.275033893299268	0.000517740162047333	0.000204605218678499	0.000176138405644969	0.000951859060808671	0.000183255108903352	0.00246593767902957	3.55835162919129e-05	2.49084614043391e-05	1.95709339605521e-05	0	3.55835162919129e-06	4.80377469940825e-05
HEB24017	0.170962951397989	0.669601485438355	0.000845688753083047	0.000752755923073921	0.153495296669473	0.00049440265564855	0.000178431033617522	0.000154268497815149	0.00198132793579457	0.000148692528014602	0.00124344126552211	2.60211924025553e-05	2.04452226020077e-05	2.23038792021902e-05	7.43462640073008e-06	9.2932830009126e-06	5.57596980054756e-05
HEB24040	0.0847105134182677	0.58536442004576	0.00103207470353784	0.000840181416950401	0.324937569853046	0.000453801691254074	0.000178063139806361	0.00015904668798238	0.00104763361866655	0.00016250422467765	0.000916247224246322	4.06260561694124e-05	2.59315252145185e-05	1.55589151287111e-05	4.32192086908642e-06	7.77945756435556e-06	0.000103726100858074
HEB24042	0.507262033369343	0.120746536302892	0.00245341422871131	0.000738388566980573	0.364269268122347	0.00046558490922913	0.000229155072511212	0.000160044812547513	0.00206421434365259	0.000116396227307282	0.00132036970351698	4.00112031368783e-05	2.36429836717917e-05	2.18242926201155e-05	0	1.09121463100577e-05	7.82037152220804e-05
HEB24058	0.287248263691653	0.342100081040346	0.000959987275908296	0.000666500041656253	0.359699847765331	0.000488514235077594	0.000213961661099877	0.00014958381616717	0.00243689077730567	0.00014200995205744	0.00575045632531261	4.54431846583809e-05	2.4615058356623e-05	1.32542621920278e-05	5.68039808229761e-06	1.32542621920278e-05	4.16562526035158e-05
HEB24065	0.253490935555124	0.0654776513448064	0.0017080509634741	0.000651158963650008	0.673248715769822	0.0006029249663426	0.000229820810700003	0.000190098695270373	0.00265854443982596	0.000180168166412965	0.00136615704138335	6.80950550222231e-05	2.55356456333337e-05	3.54661744907412e-05	0	5.67458791851859e-06	6.10018201240749e-05
HEB24067	0.438829678263136	0.172903039709452	0.000940741481290881	0.00076209893519209	0.379800608695795	0.000431036602054881	0.000195031770511524	0.00021797668468935	0.00119969122701206	0.000163892244127331	0.0043726450733172	2.29449141778264e-05	3.27784488254662e-05	1.80281468540064e-05	0	8.19461220636656e-06	0.000101613191358945
HEB24088	0.360357820573262	0.341109329062735	0.00136220093766805	0.000836272923472736	0.289267514942752	0.000464332841361632	0.000203737879372961	0.00011371416523142	0.0037454603173099	0.000142142706539275	0.00221268813179472	3.55356766348188e-05	2.8428541307855e-05	1.42142706539275e-05	0	0	0.000106607029904456
