feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae	k__Bacteria.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__	k__Bacteria.p__Firmicutes.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae	Unassigned.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	k__Bacteria.p__Bacteroidetes.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae	k__Bacteria.p__Firmicutes.c__Bacilli.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae.
HEB24090	0.187820579090092	0.571276908762694	0.00388671082871434	0.00136780411772658	0.00143738717604116	0.0262387772467375	0.0286085774041941	0.000739568505514954	0.00560441832539424	0.0175886090545452	0.000795234952166618	0.10395311294722	0.00032803441776873	0.000129225679727075	0.000119285242824993	0.000453283922734972	0.00122664991371701	0.0186502477156876	0.0243898559829502	0.000137178029248742	5.96426214124963e-05	0.000119285242824993	0.00270777501212733	6.5606883553746e-05	3.57855728474978e-05	5.36783592712467e-05	0.00110935275827243	4.3737922369164e-05	2.98213107062482e-05	2.58451359454151e-05	1.78927864237489e-05	2.1868961184582e-05	9.94043690208272e-06	1.59046990433324e-05	1.59046990433324e-05	0	5.96426214124963e-06	7.95234952166618e-06	0	0	0	0	0.000141154204009575	0.000548712116994966	0	1.78927864237489e-05	0	1.39166116629158e-05	9.94043690208272e-06	0.000159046990433324	0	0	0	0	7.95234952166618e-06	0	0	3.97617476083309e-06	0	0	0	0	0
HEB24097	0.420790414083697	0.0113851102735077	0.00337374350987559	0.00127611083817651	0.00141269139114428	0.119638448852621	0.0092446687717739	0.00044235791035831	0.0135112821652299	0.00830899005815885	0.000631939871940443	0.039420816914788	0.000393433533175824	0.00019773602444588	9.78487543649718e-05	0.000597285104769515	0.326543716988786	0.0132931609836246	0.0211149457856745	0.000262968527355862	0.000132503521535899	9.98872700809087e-05	0.00647636442953157	5.30014086143597e-05	4.28088300346752e-05	5.30014086143597e-05	0.000570784400462335	5.70784400462335e-05	1.83466414434322e-05	1.63081257274953e-05	2.65007043071799e-05	2.44621885912429e-05	0	2.03851571593691e-05	1.01925785796846e-05	0	1.01925785796846e-05	0	0	0	4.07703143187382e-06	0	0.000124349458672152	0.000242583370196493	0	0	0	1.42696100115584e-05	1.42696100115584e-05	3.87317986028013e-05	0	0	0	0	0	0	4.07703143187382e-06	0	0	4.07703143187382e-06	0	0	4.07703143187382e-06
HEB24098	0.198480260092775	0.0401660015800028	0.0057857475641623	0.00176990702291004	0.00225352968582251	0.0427537626349586	0.00187372131180748	0.00172433001802824	0.306902890594932	0.039327891101343	0.00107865578220269	0.178671987359977	0.000627949845038183	0.000197500354487816	0.000126602791338343	0.000627949845038183	0.00139009864889501	0.092057953693763	0.0423461016468491	0.000286122308424656	8.35578422833067e-05	0.00070391151984119	0.0357880770555229	0.000108878400550975	8.10257864565398e-05	0	0.00214465128527154	5.8237284015638e-05	6.07693398424048e-05	4.55770048818036e-05	4.81090607085705e-05	2.78526140944356e-05	2.78526140944356e-05	2.78526140944356e-05	2.02564466141349e-05	1.77243907873681e-05	1.26602791338343e-05	0	0	2.78526140944356e-05	0	0	0.000240545303542853	0.00176990702291004	0	0	0	1.77243907873681e-05	3.7980837401503e-05	0.000146859237952478	1.26602791338343e-05	0	1.01282233070675e-05	0	0	1.51923349606012e-05	1.01282233070675e-05	5.06411165353374e-06	0	0	0	0	0
HEB24099	0.483481669418603	0.0242988053789069	0.00283004016240696	0.000914057818733426	0.0012569820471234	0.236932573286325	0.0870624817707094	0.000731002180802833	0.00963238766790778	0.0125100222961767	0.000442994643792034	0.0665334021622532	0.000322177922757843	0.000153766735861698	7.3222255172237e-05	0.000511335415286122	0.000615066943446791	0.0324996979581974	0.0222583452014405	0.000183055637930593	0.000137901913907713	0.00216249726942007	0.0107258400118132	5.24759495401032e-05	4.88148367814914e-05	3.90518694251931e-05	0.00248223445033884	4.51537240228795e-05	2.68481602298203e-05	1.46444510344474e-05	4.14926112642677e-05	2.5627789310283e-05	1.46444510344474e-05	9.76296735629827e-06	3.66111275861185e-06	0	9.76296735629827e-06	3.66111275861185e-06	0	0	7.3222255172237e-06	0	0.000196479718045503	0.00050767430252751	0	8.54259643676099e-06	0	1.58648219539847e-05	1.83055637930593e-05	0.000146444510344474	0	0	3.66111275861185e-06	0	0	8.54259643676099e-06	0	0	0	0	0	0	0
HEB24100	0.432025154254645	0.0119478555956379	0.00460219850511621	0.00163859865547684	0.00184420228905379	0.0928144645271428	0.00101555734160732	0.000772571229198208	0.096093738642476	0.0338352969518742	0.000899256296351678	0.197703469717077	0.000529585116789094	0.000174451567883466	0.000107993827737384	0.000776724837957338	0.00104463260292123	0.066717340693528	0.0365995235810753	0.000230525286131723	0.000188989198540422	0.0017362084613164	0.0131087892438148	0.000114224240876079	4.56896963504317e-05	2.90752613139111e-05	0.00199996261752117	8.72257839417332e-05	3.11520656934761e-05	3.32288700730412e-05	4.77665007299967e-05	2.07680437956508e-05	3.11520656934761e-05	2.28448481752158e-05	2.07680437956508e-05	1.45376306569555e-05	1.86912394160857e-05	8.3072175182603e-06	0	0	0	1.03840218978254e-05	0.00026998456934346	0.000677038227738215	0	0	0	0	3.73824788321714e-05	3.73824788321714e-05	4.15360875913015e-06	0	0	6.23041313869523e-06	0	0	1.03840218978254e-05	1.03840218978254e-05	0	0	0	0	4.15360875913015e-06
HEB24111	0.534893582125077	0.140198374679726	0.00314223252520687	0.00112408318215548	0.00136410094346982	0.0997673827863262	0.00164812196102512	0.0008180605364797	0.00160611885279511	0.0318943601826535	0.000568042035110598	0.115044513293984	0.000374027678048176	0.000136010064744791	0.000248018353358148	0.000502037150749155	0.00159611811274034	0.0270099987399068	0.0311763070467215	0.000188013913029564	0.000102007548558593	0.000468034634562958	0.00305622616073589	6.20045883395371e-05	3.00022201642922e-05	4.40032562409618e-05	0.00120408910259359	4.60034042519146e-05	3.2002368175245e-05	8.00059204381124e-06	3.60026641971506e-05	2.40017761314337e-05	1.80013320985753e-05	1.00007400547641e-05	0	0	1.60011840876225e-05	0	0	0	0	8.00059204381124e-06	0.00012800947270098	0.00122409058270312	1.00007400547641e-05	0	0	2.00014801095281e-05	1.40010360766697e-05	0.000136010064744791	0	0	0	0	0	0	0	0	0	0	0	4.00029602190562e-06	0
HEB24120	0.529541949030261	0.0192176413808202	0.00350280124588272	0.00112646903702819	0.00131753092316725	0.00175538107890259	0.0204655143246659	0.000746335492730692	0.0021892507786767	0.0439263217601576	0.000676677513409161	0.225238081022181	0.000400035824103651	0.000234846901712591	9.75211710501438e-05	0.000646824093699933	0.000573185658417172	0.0825466957239952	0.057055855748276	0.00028062214526674	0.000163198694410445	0.00043785015573534	0.00504124747489825	8.15993472052224e-05	4.37850155735339e-05	5.17459274959947e-05	0.00116229314067926	6.56775233603009e-05	3.18436476898429e-05	1.19413678836911e-05	3.38338756704581e-05	2.78631917286125e-05	1.39315958643063e-05	1.79120518255366e-05	1.99022798061518e-05	0	0	3.98045596123036e-06	1.99022798061518e-05	0	0	0	0.000505517907076256	0.000595078166203939	0	0	0	1.39315958643063e-05	1.79120518255366e-05	9.55309430695286e-05	0	0	0	3.98045596123036e-06	0	0	0	0	0	0	0	0	0
HEB24123	0.0253043798660729	0.120238858094902	0.0067203870430297	0.00202172311044183	0.00226522700330012	0.00221716702444651	0.00127439043926821	0.00166928326551536	0.00314792861491141	0.0560283233475377	0.001238345455128	0.545724263881324	0.000752939668706546	0.000265130883342411	0.000159398929864471	0.000708083688443177	0.000984428566851431	0.127337316971581	0.0941879465573035	0.000239498894620486	0.000109736951715741	0.000397295825189837	0.00375268334881933	0.000123353945724264	5.52689756816507e-05	6.64829707474929e-05	0.00116465348755247	8.49059626413764e-05	6.00749735670116e-05	4.6457979558489e-05	5.60699753292109e-05	3.04379866072859e-05	2.64329883694851e-05	1.52189933036429e-05	1.76219922463234e-05	2.64329883694851e-05	2.24279901316843e-05	8.00999647560155e-06	5.60699753292109e-06	1.28159943609625e-05	0	6.40799718048124e-06	0.000382076831886194	0.000797795648969914	9.61199577072186e-06	7.2089968280414e-06	8.81099612316171e-06	1.44179936560828e-05	5.36669763865304e-05	7.92989651084554e-05	4.80599788536093e-06	5.60699753292109e-06	8.81099612316171e-06	6.40799718048124e-06	0	1.12139950658422e-05	9.61199577072186e-06	0	1.76219922463234e-05	0	4.80599788536093e-06	4.80599788536093e-06	0
HEB24139	0.460946551790057	0.0171699860199843	0.00318332105995449	0.00116195374459957	0.001589167067006	0.34248046371762	0.00192162879650516	0.000736402730840646	0.00144454621467386	0.0201588169681817	0.000598431113098493	0.0867159929052667	0.000360720976506592	0.000146283160979632	8.64400496697824e-05	0.000518640298018694	0.00093754207718764	0.0265487314091557	0.0263475920628087	0.000166230864749582	0.000134647000447161	0.000144620852332136	0.00402943616152986	6.98169631948242e-05	3.32461729499163e-05	3.65707902449079e-05	0.0010705267689873	4.4882333482387e-05	2.6596938359933e-05	2.49346297124372e-05	1.8285395122454e-05	1.8285395122454e-05	1.16361605324707e-05	6.64923458998326e-06	9.97385188497489e-06	8.31154323747908e-06	1.32984691799665e-05	4.98692594248745e-06	0	0	0	8.31154323747908e-06	0.000114699296677211	0.000852764336165353	0	4.98692594248745e-06	0	1.8285395122454e-05	0	7.48038891373117e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
HEB24140	0.41244019138756	0.222902525870702	0.00309335707132525	0.00111689106487148	0.00143957939245577	0.298200178034939	0.000559140981417603	0.000305997552019584	0.00134082563703127	0.00633971291866029	0.000564704573272505	0.0188508401023701	0.000287915878491154	0.000141871592299989	8.06720818960721e-05	0.000470123511739179	0.000609213308111717	0.0121842661622343	0.0122162568154	0.000196116612885279	0.00011127183709803	9.17992656058752e-05	0.00505452320017803	4.17269389117614e-05	4.7290530766663e-05	5.00723266941137e-05	0.000372760654278402	4.45087348392122e-05	1.66907755647046e-05	1.94725714921553e-05	2.22543674196061e-05	1.94725714921553e-05	1.25180816735284e-05	8.34538778235229e-06	0	1.25180816735284e-05	8.34538778235229e-06	0	0	0	0	0	5.98086124401914e-05	0.000573049961054857	0	0	0	0	8.34538778235229e-06	6.81540002225437e-05	2.78179592745076e-06	0	5.56359185490152e-06	4.17269389117614e-06	4.17269389117614e-06	0	0	0	0	0	0	0	0
HEB24141	0.403868831446272	0.0307925656910916	0.00415723136082034	0.00151249732963042	0.00177098910489212	0.137043366801965	0.0112710959196753	0.000628070925016022	0.023633838923307	0.0159111301004059	0.000805383465071566	0.0793163853877377	0.000561845759453108	0.000183721427045503	9.39970091860714e-05	0.000662251655629139	0.154229865413373	0.0380516983550523	0.030474257637257	0.000294808801538133	0.00011322367015595	0.000147404400769066	0.062050843836787	8.97244178594317e-05	4.05896176030763e-05	0	0.00100192266609699	6.62251655629139e-05	4.69985045930357e-05	2.34992522965178e-05	5.12710959196753e-05	2.77718436231574e-05	1.92266609698782e-05	1.92266609698782e-05	1.28177739799188e-05	0	1.28177739799188e-05	6.40888698995941e-06	0	2.34992522965178e-05	0	1.0681478316599e-05	0.000264900662251656	0.000621662038026063	0	0	4.27259132663961e-06	1.49540696432386e-05	0	4.69985045930357e-05	0	0	0	0	0	1.92266609698782e-05	0	0	0	0	0	0	0
HEB24142	0.305634077487736	0.0541974890232334	0.00449484153506223	0.00137268749491159	0.00199371025123021	0.299005416908859	0.00521810584272599	0.00094668103097351	0.172634859446267	0.019441041652072	0.000736517842097391	0.0625547891646676	0.000437366636309762	0.000202589740628331	0.000102241551345139	0.000594515687451364	0.000918280600044305	0.0285272861873557	0.0200090502706561	0.00021584327506196	9.6561465159298e-05	0.000132535344336291	0.0175192791591958	7.57344824778808e-05	5.30141377345166e-05	2.08269826814172e-05	0.00113601723716821	5.68008618584106e-05	3.02937929911523e-05	2.46137068053113e-05	5.30141377345166e-05	2.08269826814172e-05	2.27203447433642e-05	2.08269826814172e-05	9.4668103097351e-06	1.70402585575232e-05	0	0	0	1.70402585575232e-05	0	0	9.4668103097351e-05	0.00101105534107971	1.89336206194702e-05	9.4668103097351e-06	7.57344824778808e-06	2.46137068053113e-05	3.59738791769934e-05	0.000200696378566384	0	0	5.68008618584106e-06	0	0	1.13601723716821e-05	0	5.68008618584106e-06	2.65070688672583e-05	0	0	3.78672412389404e-06	0
HEB24143	0.410675390354428	0.0306831237255933	0.00391119419385169	0.00134360369532743	0.00178034444101357	0.270996241804157	0.042071764571702	0.000522976179547737	0.00343550841351838	0.0195670981220148	0.000731610293729015	0.110762460324746	0.00047290399214423	0.000205852325992194	0.000125180468508767	0.000664847377191006	0.000770555328376187	0.0569014774077072	0.0324523410138505	0.000264269877962952	0.000114053315752432	0.000242015572450282	0.00823409303968777	8.90172220506786e-05	4.45086110253393e-05	6.39811283489253e-05	0.00173583582998823	6.95447047270927e-05	4.7290399214423e-05	3.61632464580882e-05	2.50360937017534e-05	2.50360937017534e-05	8.34536456725112e-06	0	0	0	0	0	0	0	0	0	0.00024757914882845	0.000511849026791402	0	8.34536456725112e-06	0	1.66907291345022e-05	3.89450346471719e-05	9.4580798428846e-05	0	8.34536456725112e-06	0	0	0	0	0	0	0	0	0	0	0
HEB24144	0.409905522673783	0.204768043567559	0.00429630280280151	0.00133565156286734	0.00166891858725783	0.131544886417948	0.000811208105880742	0.000594197020231117	0.0470474866757777	0.022078294499544	0.000744038007941572	0.112628753452156	0.000408187518245724	0.000162758314237219	8.78378203819912e-05	0.000589030089620411	0.000899045926262733	0.0273046448122725	0.02420965337646	0.000258346530535268	9.81716816034019e-05	0.000503775734543773	0.0051100943739876	8.52543550766385e-05	4.9085840801701e-05	5.6836236717759e-05	0.00166116819134177	6.20031673284644e-05	3.61685142749375e-05	1.29173265267634e-05	4.13354448856429e-05	1.80842571374688e-05	2.32511877481741e-05	2.06677224428215e-05	5.16693061070536e-06	0	2.58346530535268e-05	0	0	0	0	0	0.000237678808092447	0.000498608803933068	1.29173265267634e-05	0	0	1.55007918321161e-05	2.06677224428215e-05	5.42527714124063e-05	0	0	7.75039591605805e-06	0	0	0	0	0	0	0	0	0	0
