feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae	k__Bacteria.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__	k__Bacteria.p__Firmicutes.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae	Unassigned.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	k__Bacteria.p__Bacteroidetes.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae	k__Bacteria.p__Firmicutes.c__Bacilli.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae.
HEB24090	-2.4125729502947	-0.80773787808788	-8.0072345095033	-9.51392264699592	-9.4423355647469	-5.25215569928408	-5.12740843007035	-10.40102859059	-7.47921963912759	-5.82921479391512	-10.2963312119233	-3.26599513355233	-11.5738651874522	-12.9178195886696	-13.0332968060895	-11.1072973875333	-9.6710607225486	-5.74466139705182	-5.35757495043099	-12.8316629449198	-14.0332968060895	-13.0332968060895	-8.52867641368594	-13.8957932823396	-14.7702624002557	-14.1852998995345	-9.81606608986883	-14.4807557830607	-15.0332968060895	-15.2397476835569	-15.7702624002557	-15.4807557830607	-16.6182593068106	-15.940187401698	-15.940187401698	-18.0686680818985	-17.3552249009769	-16.940187401698	-18.4443401343056	-17.4523404587737	-18.9040494899974	-18.8420904391061	-12.7904402821933	-10.8316629449198	-18.515396986715	-15.7702624002557	-18.8364572394867	-16.1328324796404	-16.6182593068106	-12.6182593068107	-19.4555519816703	-18.4443401343056	-19.0592863614329	-20.1418240063643	-16.940187401698	-19.0373029594949	-18.9040494899974	-17.940187401698	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
HEB24097	-1.24882625554097	-6.45670792462674	-8.21143398830284	-9.6140306430648	-9.46733794786021	-3.06324698415813	-6.75716265458154	-11.1424982575529	-6.20969160277597	-6.91111115383161	-10.6279250847232	-4.66489851621672	-11.3115924527293	-12.3041366478103	-13.3190869892763	-10.7092926355752	-1.61465194519566	-6.23317198560044	-5.56559164686657	-11.8928222345742	-12.881681676969	-13.2893396458822	-7.27060011528393	-14.2036097718563	-14.5117320672187	-14.2036097718563	-10.7747664730525	-14.0966945679398	-15.7341244885551	-15.9040494899974	-15.2036097718563	-15.3190869892763	-17.8705934942268	-15.5821213951101	-16.5821213951101	-18.0686680818985	-16.5821213951101	-19.0592863614329	-18.4443401343056	-17.4523404587737	-17.9040494899974	-18.8420904391061	-12.9733121524345	-12.0092317266895	-18.515396986715	-19.1003594874361	-18.8364572394867	-16.0966945679398	-16.0966945679398	-14.6561219765538	-19.4555519816703	-18.4443401343056	-19.0592863614329	-20.1418240063643	-18.8705894809492	-19.0373029594949	-17.9040494899974	-19.5568615056432	-16.971899004922	-17.9040494899974	-19.0105390327041	-19.0106182496565	-17.9040494899974
HEB24098	-2.33293256400473	-4.63788133774687	-7.43328090572156	-9.14211071029156	-8.79359782981324	-4.54780479677216	-9.05987789515068	-9.17974836765493	-1.70414586085444	-4.66830336375852	-9.85654973544116	-2.48461463210705	-10.6370630452801	-12.3058571368047	-12.9474031658923	-10.6370630452801	-9.4905970166618	-3.44131381574075	-4.56162702762286	-11.7710803932518	-13.5468652363085	-10.4723182829435	-4.8043771620023	-13.1649946009649	-13.591259355667	-16.5511866310192	-8.8650411963348	-14.06769739961	-14.0062968549458	-14.4213343542247	-14.3433318422234	-15.1318277370297	-15.1318277370297	-15.1318277370297	-15.591259355667	-15.7839044336094	-16.2693312607796	-19.0592863614329	-18.4443401343056	-15.1318277370297	-18.9040494899974	-18.8420904391061	-12.021403747336	-9.14211071029156	-18.515396986715	-19.1003594874361	-18.8364572394867	-15.7839044336094	-14.6843687600585	-12.7332783605394	-16.2693312607796	-18.4443401343056	-16.591259355667	-20.1418240063643	-18.8705894809492	-16.0062968549458	-16.591259355667	-17.591259355667	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
HEB24099	-1.04846690206259	-5.36297080254006	-8.46496175750804	-10.0954269536953	-9.63582024008346	-2.07745154220117	-3.52180504413475	-10.4178366693653	-6.69789082826699	-6.32077182900361	-11.1404231241583	-3.90977738246205	-11.5998547427956	-12.6669689386541	-13.7373582665455	-10.9334424284547	-10.6669689386541	-4.94342987951781	-5.48950985039305	-12.4154301716582	-12.8240698997389	-8.85308597359902	-6.54276555058876	-14.2179841074519	-14.3223207672667	-14.644248862154	-8.65414489829654	-14.4347954965251	-15.1848172435167	-16.0592863614329	-14.5567860209037	-15.2519314393753	-16.0592863614329	-16.644248862154	-18.0592863614329	-18.0686680818985	-16.644248862154	-18.0592863614329	-18.4443401343056	-17.4523404587737	-17.0592863614329	-18.8420904391061	-12.3133319840394	-10.9438091440129	-18.515396986715	-16.8368939400964	-18.8364572394867	-15.9438091440129	-15.7373582665455	-12.7373582665455	-19.4555519816703	-18.4443401343056	-18.0592863614329	-20.1418240063643	-18.8705894809492	-16.8368939400964	-18.9040494899974	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
HEB24100	-1.21081278050339	-6.38710448363174	-7.76346107246679	-9.25332174850252	-9.08278737216587	-3.42950653231595	-9.94351258356374	-10.3380444274079	-3.37941376006332	-4.88532713951256	-10.1189800237893	-2.33858990414551	-10.8828498016571	-12.4848858157372	-13.1767635203749	-10.3303087786283	-9.90278864871045	-3.90579440466001	-4.77203132081987	-12.0827873721659	-12.3694085983173	-9.16984410643509	-6.25332174850252	-13.0958435249913	-14.4177716198787	-15.0698483164584	-8.96581125067252	-13.4848858157372	-14.9703126429075	-14.877203238516	-14.353641282459	-15.5552751436286	-14.9703126429075	-15.4177716198787	-15.5552751436286	-16.0698483164584	-15.7072782370737	-16.877203238516	-18.4443401343056	-17.4523404587737	-18.9040494899974	-16.5552751436286	-11.8548354254875	-10.5284750842849	-18.515396986715	-19.1003594874361	-18.8364572394867	-18.5568615056432	-14.7072782370737	-14.7072782370737	-17.877203238516	-18.4443401343056	-19.0592863614329	-17.2922407377948	-18.8705894809492	-19.0373029594949	-16.5552751436286	-16.5552751436286	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-17.877203238516
HEB24111	-0.90267620115258	-2.8344584706108	-8.31399434064666	-9.79703548571993	-9.51783387691668	-3.32528796122382	-9.24496127875764	-10.2555047729991	-9.28220562842354	-4.97055485217514	-10.7817146864362	-3.1197359147353	-11.3845673460532	-12.8439989646905	-11.977265495554	-10.9599182519901	-9.29121686971851	-5.21036261723367	-5.00340614438554	-12.3768729542632	-13.2590364639694	-11.0610970863574	-8.35403297790511	-13.977265495554	-15.0245712103323	-14.4720301873036	-9.69784212918115	-14.4078998498838	-14.9314618059409	-16.9314618059409	-14.7615368044985	-15.3464993052197	-15.7615368044985	-16.6095337110535	-19.0592863614329	-18.0686680818985	-15.9314618059409	-19.0592863614329	-18.4443401343056	-17.4523404587737	-18.9040494899974	-16.9314618059409	-12.9314618059409	-9.6740739632482	-16.6095337110535	-19.1003594874361	-18.8364572394867	-15.6095337110535	-16.1241068838833	-12.8439989646905	-19.4555519816703	-18.4443401343056	-19.0592863614329	-20.1418240063643	-18.8705894809492	-19.0373029594949	-18.9040494899974	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-17.9314618059409	-18.9040494899974
HEB24120	-0.917183119336881	-5.70142490761726	-8.15727515484763	-9.7939766255404	-9.56794746156507	-9.15400002281477	-5.6106612657584	-10.387888082989	-8.83534705996026	-4.50877049163135	-10.5292439322346	-2.15047733026987	-11.2875831771934	-12.0559918190104	-13.3239250242571	-10.5943389604565	-10.76870986693	-3.59864572337048	-4.1314812291948	-11.7990835159735	-12.5810828637542	-11.1572751548476	-7.63200350665978	-13.5810828637542	-14.479203249735	-14.2381951502312	-9.74881030949227	-13.8942407490138	-14.9386348683723	-16.3536723676511	-14.8511720271219	-15.1312799463147	-16.1312799463147	-15.76870986693	-15.6167067734849	-18.0686680818985	-18.3552249009769	-17.9386348683723	-15.6167067734849	-17.4523404587737	-18.9040494899974	-18.8420904391061	-10.9499501816001	-10.7146331941742	-18.515396986715	-19.1003594874361	-18.8364572394867	-16.1312799463147	-15.76870986693	-13.3536723676511	-19.4555519816703	-18.4443401343056	-19.0592863614329	-17.9386348683723	-18.8705894809492	-19.0373029594949	-18.9040494899974	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
HEB24123	-5.30446907109314	-3.05602488169014	-7.21723996103604	-8.95019886138068	-8.78612865155383	-8.8170668287265	-9.61597693603218	-9.22655549408472	-8.31138145921726	-4.15769986933557	-9.65737045243838	-0.87375590493703	-10.3751781097982	-11.881007649556	-12.6150704358196	-10.4637924969718	-9.98842585599057	-2.97327282317018	-3.40831374304324	-12.0276933821651	-13.1536629734027	-11.2974987459764	-8.05786172381668	-12.9849085156683	-14.1431705995851	-13.8766556250163	-9.74588350244363	-13.5237746018	-14.0228763658673	-14.3937140612357	-14.1224120394183	-15.0037675429196	-15.2073009370048	-16.0037675429196	-15.7922634377259	-15.2073009370048	-15.4443401343056	-16.9297669614759	-17.4443401343056	-16.2516950563632	-18.9040494899974	-17.2516950563632	-11.3538496003577	-10.2916931242951	-16.6667325556421	-17.0817700549209	-16.7922634377259	-16.0817700549209	-14.1856058659055	-13.6223384362836	-17.6667325556421	-17.4443401343056	-16.7922634377259	-17.2516950563632	-18.8705894809492	-16.4443401343056	-16.6667325556421	-19.5568615056432	-15.7922634377259	-20.1418240063643	-17.6667325556421	-17.6667325556421	-18.9040494899974
HEB24139	-1.11732861958589	-5.86396732509441	-8.29525161457316	-9.74923164601004	-9.29751348340473	-1.54590640083339	-9.0234546088848	-10.4072174028305	-9.43516792457108	-5.6324452138445	-10.7065271950558	-3.52755809762707	-11.436829058941	-12.7389486727482	-13.4979405732444	-10.9129780725232	-10.0588289389867	-5.23521326409165	-5.24618507147135	-12.5545241016108	-12.8585302885009	-12.7554367955368	-7.95520630791253	-13.8060628686067	-14.8764521964981	-14.7389486727482	-9.86746341327086	-14.443492789222	-15.1983802913855	-15.291489695777	-15.7389486727482	-15.7389486727482	-16.3910253693279	-17.1983802913855	-16.6134177906643	-16.8764521964981	-16.1983802913855	-17.6134177906643	-18.4443401343056	-17.4523404587737	-18.9040494899974	-16.8764521964981	-13.0898558346073	-10.1955652757784	-18.515396986715	-17.6134177906643	-18.8364572394867	-15.7389486727482	-17.8705894809492	-13.7065271950558	-19.4555519816703	-18.4443401343056	-19.0592863614329	-20.1418240063643	-18.8705894809492	-19.0373029594949	-18.9040494899974	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
HEB24140	-1.27774316787915	-2.16551512996987	-8.33661090894684	-9.80629580415303	-9.44013692928366	-1.74564697593117	-10.8045002904914	-11.6741922681457	-9.54266264544038	-7.30136677240505	-10.7902160644852	-5.72922737002001	-11.762065024171	-12.7831266396988	-13.5975709865428	-11.0546725453882	-10.6807649220692	-6.35883682718181	-6.35505389325346	-12.3160006292715	-13.133623886783	-13.4111578623119	-7.62820927743623	-14.5486613860618	-14.36808914042	-14.285626980228	-11.3894627912126	-14.4555519816703	-15.8705894809492	-15.6481970596127	-15.4555519816703	-15.6481970596127	-16.285626980228	-16.8705894809492	-19.0592863614329	-16.285626980228	-16.8705894809492	-19.0592863614329	-18.4443401343056	-17.4523404587737	-18.9040494899974	-18.8420904391061	-14.0292872269682	-10.7690514544871	-18.515396986715	-19.1003594874361	-18.8364572394867	-18.5568615056432	-16.8705894809492	-13.8408421375551	-18.4555519816703	-18.4443401343056	-17.4555519816703	-17.8705894809492	-17.8705894809492	-19.0373029594949	-18.9040494899974	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
HEB24141	-1.30804128445667	-5.02127410947865	-7.91016124470557	-9.36885168940368	-9.14122894799093	-2.86729559462227	-6.47122839023513	-10.6367848946503	-5.40300219965962	-5.97381988192789	-10.278036526218	-3.65623725731649	-10.7975382501944	-12.4101924847846	-13.3770256208494	-10.5603328342124	-2.69684593591329	-4.71589534304378	-5.0362651130176	-11.7279327827085	-13.1085367849235	-12.7279327827085	-4.01040535990467	-13.4441398167079	-14.5885297260431	-16.5511866310192	-9.9630131269713	-13.8822609290998	-14.3770256208494	-15.3770256208494	-14.2514947387655	-15.1360175213456	-15.6665322380444	-15.6665322380444	-16.2514947387655	-18.0686680818985	-16.2514947387655	-17.2514947387655	-18.4443401343056	-15.3770256208494	-18.9040494899974	-16.5145291445993	-11.8822609290998	-10.6515818965784	-18.515396986715	-19.1003594874361	-17.8364572394867	-16.0291023174291	-17.8705894809492	-14.3770256208494	-19.4555519816703	-18.4443401343056	-19.0592863614329	-20.1418240063643	-18.8705894809492	-15.6665322380444	-18.9040494899974	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
HEB24142	-1.7101226854088	-4.20563017689751	-7.79751403001463	-9.50878106475425	-8.97032852863082	-1.74175647375242	-7.58225807695225	-10.0448339649945	-2.5342042834856	-5.68475066908112	-10.4069919046703	-3.99873584911468	-11.1588692082405	-12.2691512632554	-13.2557307474931	-10.7159975007649	-10.0887773125821	-5.13151368050898	-5.64320349840971	-12.1777282354918	-13.338192907685	-12.8813352327116	-5.83491277413061	-13.6886901547692	-14.2032633275989	-15.5511866310192	-9.78179955916066	-14.103727654048	-15.0106182496565	-15.3101785315154	-14.2032633275989	-15.5511866310192	-15.4256557489354	-15.5511866310192	-16.6886901547692	-15.8406932482142	-18.3552249009769	-19.0592863614329	-18.4443401343056	-15.8406932482142	-18.9040494899974	-18.8420904391061	-13.3667620598818	-9.94992231796899	-15.6886901547692	-16.6886901547692	-17.0106182496565	-15.3101785315154	-14.762690736213	-12.2826977950933	-19.4555519816703	-18.4443401343056	-17.4256557489354	-20.1418240063643	-18.8705894809492	-16.4256557489354	-18.9040494899974	-17.4256557489354	-15.2032633275989	-20.1418240063643	-19.0105390327041	-18.0106182496565	-18.9040494899974
HEB24143	-1.28392959820929	-5.0264108244692	-7.99817511587541	-9.53967661611218	-9.13362790006059	-1.88365525057058	-4.57100386096072	-10.9009671432703	-8.18526066847591	-5.67542637532264	-10.4166370056556	-3.17445908967328	-11.0461650588102	-12.246102629319	-12.9637028986183	-10.5546891869672	-10.3418138288988	-4.13539007817254	-4.94553363613419	-11.885700386617	-13.0980039903299	-12.0126124990992	-6.92417453443164	-13.455555994948	-14.455555994948	-13.9319940388909	-9.1701537760857	-13.8116998051732	-14.3680931536976	-14.7551162768069	-15.2856309935056	-15.2856309935056	-16.8705934942268	-18.1983802913855	-19.0592863614329	-18.0686680818985	-18.3552249009769	-19.0592863614329	-18.4443401343056	-17.4523404587737	-18.9040494899974	-18.8420904391061	-11.9798225639816	-10.9319940388909	-18.515396986715	-16.8705934942268	-18.8364572394867	-15.8705934942268	-14.6482010728903	-13.3680931536976	-19.4555519816703	-16.8705934942268	-19.0592863614329	-20.1418240063643	-18.8705894809492	-19.0373029594949	-18.9040494899974	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
HEB24144	-1.28663666729475	-2.2879375113068	-7.86268860681709	-9.54824058978942	-9.22687070541043	-2.92637292759114	-10.2676403112127	-10.71677100916	-4.40973853498757	-5.50122745842325	-10.392336058662	-3.15035290896772	-11.2584803119273	-12.5849811366044	-13.474798218854	-10.7293710459396	-10.1193175642556	-5.19470979988824	-5.36827376618518	-11.9184048703296	-13.3143335466608	-10.9549307463547	-7.61243434934525	-13.5178669407459	-14.3143335466608	-14.1028294414671	-9.23358613277641	-13.9772985593832	-14.7549061380468	-16.240332965217	-14.5622610601044	-15.7549061380468	-15.392336058662	-15.5622610601044	-17.5622610601044	-18.0686680818985	-15.240332965217	-19.0592863614329	-18.4443401343056	-17.4523404587737	-18.9040494899974	-18.8420904391061	-12.0386991040473	-10.9698040228363	-16.240332965217	-19.1003594874361	-18.8364572394867	-15.9772985593832	-15.5622610601044	-14.1699436373256	-19.4555519816703	-18.4443401343056	-16.9772985593832	-20.1418240063643	-18.8705894809492	-19.0373029594949	-18.9040494899974	-19.5568615056432	-16.971899004922	-20.1418240063643	-19.0105390327041	-19.0106182496565	-18.9040494899974
