feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria	TimePoint	Intervention	-5.3994699702696e-08	3.4725877104463e-06	24	24	0.989871773839742	0.989871773839742
Unassigned	TimePoint	Intervention	-0.076281034794069	0.559395865319166	24	14	0.9040217690133	0.989871773839742
