feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae	k__Bacteria.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__	k__Bacteria.p__Firmicutes.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae	Unassigned.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	k__Bacteria.p__Bacteroidetes.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae
HEB24056	-1.81539542335107	-4.86689845554985	-7.49677061987688	-9.13167217264844	-8.92310900338217	-3.63516530459274	-9.69244810453331	-11.087241098538	-5.1993163773852	-3.9712636637658	-9.91364177628613	-1.61524613495053	-10.8124295249278	-11.9735843167424	-13.2738173405305	-10.4390397230075	-10.1110878404923	-3.02090483197195	-4.70243258348611	-11.9562022385142	-12.8007477198802	-12.1207380105261	-7.90007564700684	-13.2738173405305	-13.8804749123509	-14.2955124116298	-9.89489168511981	-13.3399065309882	-14.2955124116298	-14.6394668128471	-13.725196686873	-14.3399065309882	-15.1699815295459	-15.7549440302671	-15.0919790175446	-15.5325516089306	-15.4330159353797	-18.8198709704062	-15.5325516089306	-17.6877884635083	-18.425551946527	-19.3507946182767	-11.0591357608576	-11.328679275565	-17.0179784361009	-16.1699815295459	-18.8364572394867	-15.6394668128471	-15.0179784361009	-14.4819255358607	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-16.5325516089306	-17.7549440302671	-19.0105800075329	-17.0179784361009
HEB24057	-1.90846523643096	-4.01270219256236	-7.5430611893019	-9.15058501053499	-8.88730872440205	-2.61705550373074	-9.79027443833241	-10.2939058608802	-6.77537072189806	-4.03007852467525	-9.99916259531911	-1.9980910180401	-10.8130663032056	-12.0632929327388	-12.9991625953191	-10.2716366970392	-9.89336793129651	-3.79377659928835	-3.44518556181475	-11.9178624932173	-12.8788683616014	-12.2747970379325	-7.2744016165128	-13.1769497145344	-13.6814222973952	-14.5841250960403	-10.912930197675	-13.4352617101258	-14.3003321300397	-14.5841250960403	-14.3527995499338	-15.0202242108469	-15.5227245513761	-16.5227245513761	-15.64825543346	-16.3003321300397	-16.1076870520973	-16.7857589572099	-18.9341861274943	-15.937762050655	-18.425551946527	-19.3507946182767	-11.1304071285974	-11.1133336152384	-18.0179784361009	-17.1076870520973	-17.1076870520973	-15.64825543346	-15.3003321300397	-14.0202242108469	-17.5227245513761	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24058	-1.80496935418822	-3.59015942515907	-7.7187681664142	-9.35051855481816	-8.99092371889026	-2.00000819524508	-10.0246725102448	-10.5510828286108	-2.60377796455642	-5.78817234399903	-10.269047460847	-3.33690171324747	-11.1401497276647	-12.190335484833	-13.1036238516396	-10.5593033354158	-8.68071810902744	-5.11541256767429	-5.05413828999847	-11.8812314303032	-12.9661203278897	-10.9606658977976	-5.83636897948763	-13.1776244330834	-14.425551946527	-14.2031595251905	-7.44208325408068	-14.425551946527	-14.6885863523608	-15.0105144472481	-14.425551946527	-15.5510828286108	-16.2031595251905	-16.2031595251905	-16.425551946527	-16.425551946527	-15.5510828286108	-17.425551946527	-18.9341861274943	-17.6877884635083	-17.425551946527	-19.3507946182767	-13.0105144472481	-10.106632601512	-18.0179784361009	-16.2031595251905	-18.8364572394867	-18.5568365645724	-16.425551946527	-14.5510828286108	-19.5641606567738	-17.8705934942268	-19.2704664355807	-17.425551946527	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24068	-2.10806527173081	-2.08174238218182	-7.68973678398176	-9.29318651208081	-9.01190040169079	-2.44545798894043	-10.2016881575953	-10.3545870567449	-4.17371010887601	-5.31381802891224	-10.2288072839435	-2.60522768593496	-11.0130785928881	-12.2704664355807	-11.9943420303065	-10.7351910589599	-8.09117933093472	-4.8566402025026	-4.51011032596712	-12.2370434340433	-13.3162701251938	-11.8954270042338	-7.45748696432924	-13.6855039348596	-14.2704664355807	-14.5700267174396	-9.7293698202312	-13.4124854404531	-14.7469044795237	-14.9485383406934	-14.626610245806	-15.5700267174396	-15.6855039348596	-15.8110348169434	-16.2704664355807	-16.1005414341384	-16.4631115135231	-16.6855039348596	-18.9341861274943	-17.6877884635083	-16.9485383406934	-19.3507946182767	-11.8110348169434	-10.7006108272498	-18.0179784361009	-18.6134177906643	-18.8364572394867	-16.9485383406934	-15.1830035943304	-13.5980410936092	-16.6855039348596	-17.8705934942268	-18.2704664355807	-20.1417990652935	-17.6855039348596	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24088	-1.47601414722101	-1.91628252499119	-7.77586407664931	-9.36758394354577	-9.07623126718542	-3.89136860391064	-9.51983791866103	-10.2237316912216	-4.72273469059553	-5.63706729689633	-10.1874101774096	-2.87430165417047	-11.2115226335264	-12.2609913097907	-13.6428619451343	-10.786389256512	-8.0606344121344	-4.7415379080302	-4.40409534695939	-12.5997932232424	-13.0725462203776	-12.7803654688842	-6.77324473595151	-13.1954029681631	-14.6872560644928	-14.7803654688842	-8.8199773247831	-13.7803654688842	-16.8705894809492	-14.7803654688842	-14.7803654688842	-15.1022935637716	-16.1022935637716	-14.7803654688842	-18.5622610601044	-18.0686680818985	-15.5173310630505	-18.8198709704062	-16.1022935637716	-17.6877884635083	-18.425551946527	-19.3507946182767	-11.8417660135484	-10.6051070231389	-18.0179784361009	-18.6134177906643	-18.8364572394867	-18.5568365645724	-18.5269576498932	-13.1954029681631	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-17.6872560644928	-18.7208621298642
HEB24089	-1.06756657849069	-5.33825297012083	-7.95720088517696	-9.46174963587689	-9.33293132985264	-2.51478451813167	-7.95638233477719	-11.0748631769122	-5.29156652636682	-4.95403158607669	-10.5553237511891	-2.58848881363017	-11.1328687803478	-12.2807674754601	-13.3139343393953	-10.7686555401466	-10.0122786395342	-4.69913890841201	-4.73914281946259	-11.9457832277473	-13.4922715806538	-12.4003490912127	-7.32604241482323	-13.41827099921	-13.9853115919339	-14.7401990940974	-10.0963429043226	-14.8333084984889	-14.9328441720398	-15.0397593759563	-14.7401990940974	-15.41827099921	-17.1552365933762	-15.5702740926551	-16.7401990940974	-15.7401990940974	-15.7401990940974	-17.1552365933762	-18.9341861274943	-17.6877884635083	-18.425551946527	-17.1552365933762	-12.4547968752351	-11.3564948016233	-18.0179784361009	-18.6134177906643	-18.8364572394867	-18.5568365645724	-18.5269576498932	-13.3478816713186	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24090	-2.4125729502947	-0.80773787808788	-8.0072345095033	-9.51392264699592	-9.4423355647469	-5.25215569928408	-5.12740843007035	-10.40102859059	-7.47921963912759	-5.82921479391512	-10.2963312119233	-3.26599513355233	-11.5738651874522	-12.9178195886696	-13.0332968060895	-11.1072973875333	-9.6710607225486	-5.74466139705182	-5.35757495043099	-12.8316629449198	-14.0332968060895	-13.0332968060895	-8.52867641368594	-13.8957932823396	-14.7702624002557	-14.1852998995345	-9.81606608986883	-14.4807557830607	-15.0332968060895	-15.2397476835569	-15.7702624002557	-15.4807557830607	-16.6182593068106	-15.940187401698	-15.940187401698	-18.0686680818985	-17.3552249009769	-16.940187401698	-18.9341861274943	-17.6877884635083	-18.425551946527	-19.3507946182767	-12.7904402821933	-10.8316629449198	-18.0179784361009	-15.7702624002557	-18.8364572394867	-16.1328324796404	-16.6182593068106	-12.6182593068107	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-16.940187401698	-19.0373029594949	-17.940187401698	-19.0105800075329	-18.7208621298642
HEB24106	-1.48963961447184	-4.83891949387491	-7.79935941273544	-9.51940953648977	-9.39890289705319	-5.21511351207416	-8.27867379776475	-10.0251588589325	-6.89659413677008	-5.04540754277633	-10.2741864067724	-1.5056664321299	-10.8817267554688	-12.369886823193	-13.4896260674671	-10.5318543028564	-10.2446219492303	-3.76589949679011	-3.34374289712114	-12.0101566955933	-12.7638010309061	-11.2185222316574	-8.94213827216463	-13.3074227362464	-14.3827108635506	-14.2358694752213	-10.8771828303239	-13.6982126892785	-14.8681376907209	-15.3827108635506	-14.4896260674671	-15.1900657856082	-15.7306341669709	-16.0201407841659	-15.8681376907209	-18.0686680818985	-15.4896260674671	-18.8198709704062	-18.9341861274943	-17.6877884635083	-18.425551946527	-19.3507946182767	-11.9516610462831	-11.9326779429156	-18.0179784361009	-18.6134177906643	-18.8364572394867	-15.7306341669709	-15.7306341669709	-12.7471222897595	-18.1900657856082	-16.1900657856082	-19.2704664355807	-20.1417990652935	-16.8681376907209	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24122	-1.74396299250799	-3.28687325664341	-7.98673182873801	-9.46744550228523	-9.15370930526977	-1.3868968585203	-10.3620368329433	-10.7632607568535	-4.03683638312026	-5.76457546975027	-10.3743360978937	-3.81995750564093	-11.0803448795095	-12.5868807332738	-13.171843233995	-10.7729977682187	-9.07732563521071	-5.87121829746175	-5.42021947900527	-12.2332437786591	-12.905949174022	-11.6512713205438	-6.57938619672692	-13.4348776398288	-14.1378959020717	-14.3547072911448	-9.52524166748146	-13.8362402022106	-14.920304466999	-15.171843233995	-15.2422325618864	-15.5641606567738	-16.3942356553314	-15.8637209386327	-15.9791981560526	-16.3942356553314	-16.2422325618864	-17.2422325618864	-18.9341861274943	-17.6877884635083	-16.5641606567738	-17.5641606567738	-12.7568057347162	-10.9605343117876	-16.3942356553314	-18.6134177906643	-16.2422325618864	-18.5568365645724	-16.7568057347162	-13.5417928437453	-18.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24127	-2.09158047284311	-3.79332807372223	-7.40209447022098	-9.01236805947133	-8.8871031855086	-4.71474161020408	-9.46841236687846	-9.50836647526777	-6.15923794632482	-4.02092146415627	-9.91666764305074	-1.4055943726182	-10.6328746770502	-12.1743355391347	-12.7664578314287	-10.2551181938508	-10.0155633986311	-3.15907230652584	-3.93545789357376	-11.713605949163	-13.2475845211654	-11.6526379318716	-7.71101350454648	-12.7664578314287	-13.8783507114996	-13.8325470218865	-9.96836087723223	-13.3731154032492	-13.8325470218865	-14.8325470218865	-15.3731154032492	-15.0251920998289	-15.3731154032492	-16.5106189269992	-15.5106189269992	-15.2475845211654	-16.2475845211654	-18.8198709704062	-18.9341861274943	-17.6877884635083	-18.425551946527	-19.3507946182767	-11.6929956694877	-10.9560300753215	-18.0179784361009	-18.6134177906643	-18.8364572394867	-18.5568365645724	-15.6626220204442	-11.6427224630065	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-17.2475845211654	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24129	-1.34804368458188	-2.61684401041847	-7.90818980471487	-9.47791135404933	-9.06606112615876	-3.05777324225924	-8.40000459720297	-11.1842759061475	-2.77160587838748	-5.31274455255697	-10.498063612446	-3.92154302094587	-11.3676214233522	-12.4086486916122	-13.6172353134236	-10.6172353134236	-9.41038374298297	-4.84986006590413	-5.83427349530247	-12.0429992192955	-12.9593412902486	-13.0429992192955	-5.85229002367392	-13.8996350441244	-14.3542009075898	-14.649656791116	-10.3948428920872	-13.4652322199786	-14.2511074146257	-15.5241259090322	-14.5241259090322	-16.5241259090322	-15.939163408311	-15.649656791116	-15.939163408311	-16.5241259090322	-15.5241259090322	-17.5241259090322	-18.9341861274943	-17.6877884635083	-15.4086486916122	-17.1090884097533	-13.1318084862534	-10.4437524925681	-16.7871603148659	-18.6134177906643	-18.8364572394867	-16.7871603148659	-15.3017334876957	-13.4366630677818	-19.5641606567738	-16.7871603148659	-16.5241259090322	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24130	-1.001625325271	-2.93091711873279	-8.2216591270545	-9.85737053044349	-9.40540646216629	-2.51695991825789	-10.4584526965279	-10.7279857396605	-4.00052620512574	-6.1092273869658	-10.7609254134887	-4.41557394874462	-11.3694015087108	-12.4638661927143	-13.2712211147719	-10.6767982848017	-10.2807438888904	-4.91784210209363	-5.94443685203218	-12.1441091968686	-12.9645597765378	-12.4423330311646	-6.85048520504018	-13.9645597765378	-14.5649523178286	-14.5649523178286	-9.48297501566199	-14.0928838735134	-14.9955866721585	-14.9341861274943	-15.3492236267732	-15.2712211147719	-15.8187089100744	-15.8187089100744	-16.9341861274943	-16.0597170095782	-16.9341861274943	-18.8198709704062	-17.9341861274943	-16.5191486282155	-18.425551946527	-17.5191486282155	-13.0113539880168	-10.9877671676992	-18.0179784361009	-16.5191486282155	-18.8364572394867	-18.5568365645724	-16.5191486282155	-13.3096952625865	-17.5191486282155	-17.8705934942268	-17.9341861274943	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24131	-0.890555166617558	-4.42551247713179	-8.39051056321777	-10.0579352241309	-9.47571288575466	-1.63523210084085	-10.499681533581	-10.4775425563117	-7.0358622555712	-6.48511457152279	-11.0388984440806	-5.17394722068352	-11.5071373385	-12.4557381859934	-13.514631875047	-10.8003863573808	-10.1600151614534	-6.26611127010853	-5.86687366780324	-12.2667043616034	-13.1223144522682	-11.4557381859934	-7.99303143532323	-13.9296693743258	-14.1927037801596	-14.5760324197111	-11.0015622928076	-14.2416133806405	-14.8516668623245	-15.0121315345178	-15.9296693743258	-15.9296693743258	-16.514631875047	-16.2922394537105	-17.514631875047	-16.514631875047	-18.3552249009769	-18.8198709704062	-18.9341861274943	-17.6877884635083	-15.1927037801596	-17.0995943757681	-13.3716739212049	-10.6944529126318	-18.0179784361009	-18.6134177906643	-18.8364572394867	-15.6401627571308	-15.9296693743258	-13.3182346622435	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24132	-1.29852376337379	-4.69839775679903	-8.19344768291387	-9.80969800292719	-9.41121540396202	-2.69956069518072	-10.3173716167393	-10.7620799826944	-3.45004571317851	-6.11283780497051	-10.6127023586562	-4.2538324481141	-11.2686455769228	-12.6783692763052	-13.6228741637135	-10.7962057665991	-2.45552703004981	-5.87025683517487	-5.77738411276914	-12.3735146947768	-13.0109446153921	-13.0840080775818	-6.17446561165912	-14.1413412526478	-14.3507946182767	-14.706938428502	-11.0934067755841	-13.9245298635746	-15.0288665233893	-15.8913629996394	-15.0288665233893	-15.0288665233893	-15.8913629996394	-16.5434396962191	-17.3507946182767	-16.5434396962191	-18.3552249009769	-17.3507946182767	-18.9341861274943	-17.6877884635083	-18.425551946527	-18.3507946182767	-12.7809390099458	-11.2370524522275	-16.5434396962191	-17.0288665233894	-18.8364572394867	-16.3507946182767	-16.0288665233894	-13.4200572807138	-19.5641606567738	-17.8705934942268	-19.2704664355807	-17.7658321175556	-17.7658321175556	-17.3507946182767	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24133	-1.52334785015225	-1.86605460671592	-7.81096904609411	-9.38324022787164	-9.38994525174953	-2.99142725784841	-9.4776881463912	-10.5409530398492	-3.51816434271732	-5.7182228919047	-10.2737789036545	-3.72231577138827	-11.3371578373901	-11.979395143463	-13.0204224117231	-10.7724948982795	-9.9963482767442	-5.29067095967246	-6.12723758015808	-12.1510065215332	-13.1662732781865	-12.8879721156994	-6.15742749415395	-13.3285447070854	-14.135899629143	-13.9659746277007	-9.46583356004542	-14.6333992886138	-14.5509371284218	-15.135899629143	-14.9135072078065	-15.0204224117231	-15.7208621298642	-16.3989340349768	-16.3989340349768	-16.135899629143	-16.7208621298642	-18.8198709704062	-18.9341861274943	-17.6877884635083	-16.7208621298642	-16.7208621298642	-13.1662732781865	-9.98615250963831	-18.0179784361009	-18.6134177906643	-16.3989340349768	-18.5568365645724	-18.5269576498932	-13.9135072078065	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-17.7208621298642
HEB24134	-1.13488422860659	-6.70629951306209	-8.32625799036395	-9.88170721084209	-9.21945201119222	-1.70156567177471	-8.14406761757888	-11.1913284102778	-3.55775806256669	-6.38357566799411	-10.8682866950798	-4.3685884209338	-11.3689329098674	-12.6231741972432	-13.6231741972432	-10.8907240841995	-10.2922573191286	-4.70991076661447	-5.77416012354842	-12.3501557028368	-13.2539403875775	-10.7043109599686	-6.8688433977843	-13.7162836016347	-14.4007817759068	-17.6231741972432	-8.43170366551966	-14.4532491958009	-15.0382116965221	-15.2081366979644	-15.0382116965221	-15.4007817759068	-15.886208603077	-16.886208603077	-18.5622610601044	-16.6231741972432	-16.2081366979644	-18.8198709704062	-18.9341861274943	-15.2081366979644	-18.425551946527	-19.3507946182767	-12.9793180074685	-10.680659691904	-18.0179784361009	-18.6134177906643	-18.8364572394867	-15.4007817759068	-15.5076969798233	-14.886208603077	-18.2081366979644	-17.8705934942268	-18.2081366979644	-20.1417990652935	-17.6231741972432	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24135	-1.16111806731665	-2.43633564086663	-7.7335921531214	-9.37128064440517	-9.0819385963133	-3.80621560603424	-9.48419574930057	-10.8804335414507	-3.61137367074976	-5.44532886234301	-10.2185536698406	-3.47234646926372	-11.0040920092018	-12.4398609500647	-12.9653224390372	-10.3408315741294	-10.2989101246963	-5.24194590961894	-5.31851829605874	-11.7905480379335	-12.5019219181969	-12.6877884635083	-4.9022542585694	-14.0097165583956	-13.8397915569533	-13.9653224390372	-9.1943332625821	-13.4247540576745	-14.4247540576745	-14.9222537171453	-14.7617890449521	-15.3092768402545	-15.3092768402545	-18.9348081078975	-18.5622610601044	-16.202361636338	-15.5502849397583	-18.8198709704062	-18.9341861274943	-16.6877884635083	-14.4247540576745	-19.3507946182767	-12.6877884635083	-10.9436273679379	-18.0179784361009	-18.6134177906643	-18.8364572394867	-18.5568365645724	-15.0097165583956	-14.0555202480088	-17.0097165583956	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-16.6877884635083	-19.5568365645724	-19.0105800075329	-16.4247540576745
HEB24136	-1.30008148472667	-2.89774967808627	-8.07100473527393	-9.74174709858807	-9.28444387233222	-1.98015094546292	-6.95373868310418	-10.004001879955	-4.41150849742102	-6.52325913170754	-10.5657694270235	-4.36000540250781	-11.2124326274168	-12.4402385449396	-13.4917688455797	-10.6149170763526	-10.1989870963519	-5.85870757735797	-6.24228902696301	-12.3542653218298	-13.5182410569409	-13.2070393686466	-4.39675550552362	-13.951200464217	-14.185665717854	-14.3662379634959	-8.93550665711188	-14.185665717854	-15.6881660583832	-15.4657736370468	-14.4657736370468	-16.2731285591044	-16.4657736370468	-16.4657736370468	-16.4657736370468	-16.6881660583832	-17.2731285591044	-17.6881660583832	-18.9341861274943	-17.6877884635083	-18.425551946527	-19.3507946182767	-14.0252010456608	-11.2787751222455	-18.0179784361009	-16.6881660583832	-18.8364572394867	-18.5568365645724	-18.5269576498932	-12.8136969404671	-17.2731285591044	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24137	-1.76044506110836	-3.10804828419677	-7.6269249298774	-9.30499683499004	-8.92522466553039	-1.8842997019478	-10.1321602381278	-10.4533613513717	-3.46378989963362	-5.76161343802028	-10.0229614672262	-3.29229611957198	-11.0095409514639	-12.1674933112401	-13.25346653435	-10.3448895621136	-6.22662765583631	-4.54229770551158	-5.24479220078412	-11.9468051961159	-13.0202673580569	-11.7917357996231	-6.90179109606854	-13.5627945924577	-13.9988937072644	-14.1794659529062	-10.0723360781998	-13.7288045438966	-14.5013940477935	-14.6269249298774	-14.1794659529062	-15.5013940477935	-15.3859168303736	-16.7644284536273	-15.7644284536273	-15.7644284536273	-17.0863565485147	-17.5013940477935	-18.9341861274943	-17.6877884635083	-16.0863565485147	-18.0863565485147	-13.0419624291562	-10.6310293282101	-18.0179784361009	-17.0863565485147	-15.9164315470724	-15.7644284536273	-14.2790016264571	-14.3314690463512	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
HEB24138	-1.27879712830852	-2.64429689174623	-8.06049815412219	-9.61182717327845	-9.39361683615538	-2.66973212919729	-10.2936870374713	-10.7659334604496	-3.11699661351194	-5.78362069845731	-10.5041752113031	-3.76437966919453	-11.4234873657375	-12.5561698489413	-13.5964337191551	-10.8690269534137	-10.2936870374713	-6.15067703741485	-5.00320117203619	-12.0859494343932	-13.0575676330234	-13.3936168361554	-7.51418423605361	-13.8007922176613	-14.9320367509395	-14.3243541737183	-9.96680216910019	-14.7393916729971	-15.3243541737183	-15.6239144555772	-15.6239144555772	-15.7393916729971	-16.0024260788309	-16.154429172276	-16.7393916729971	-16.5169992516607	-17.0024260788309	-18.8198709704062	-18.9341861274943	-17.6877884635083	-18.425551946527	-19.3507946182767	-13.6239144555772	-10.9800582658025	-18.0179784361009	-16.7393916729971	-18.8364572394867	-18.5568365645724	-17.3243541737183	-12.8486207427519	-17.7393916729971	-17.8705934942268	-19.2704664355807	-20.1417990652935	-16.7393916729971	-19.0373029594949	-19.5568365645724	-19.0105800075329	-17.3243541737183
HEB24139	-1.11732861958589	-5.86396732509441	-8.29525161457316	-9.74923164601004	-9.29751348340473	-1.54590640083339	-9.0234546088848	-10.4072174028305	-9.43516792457108	-5.6324452138445	-10.7065271950558	-3.52755809762707	-11.436829058941	-12.7389486727482	-13.4979405732444	-10.9129780725232	-10.0588289389867	-5.23521326409165	-5.24618507147135	-12.5545241016108	-12.8585302885009	-12.7554367955368	-7.95520630791253	-13.8060628686067	-14.8764521964981	-14.7389486727482	-9.86746341327086	-14.443492789222	-15.1983802913855	-15.291489695777	-15.7389486727482	-15.7389486727482	-16.3910253693279	-17.1983802913855	-16.6134177906643	-16.8764521964981	-16.1983802913855	-17.6134177906643	-18.9341861274943	-17.6877884635083	-18.425551946527	-16.8764521964981	-13.0898558346073	-10.1955652757784	-18.0179784361009	-17.6134177906643	-18.8364572394867	-15.7389486727482	-18.5269576498932	-13.7065271950558	-19.5641606567738	-17.8705934942268	-19.2704664355807	-20.1417990652935	-18.8705894809492	-19.0373029594949	-19.5568365645724	-19.0105800075329	-18.7208621298642
