feature	k__Bacteria.p__Bacteroidetes	k__Bacteria.p__Firmicutes	k__Bacteria.p__Verrucomicrobia	k__Bacteria.__	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Cyanobacteria	k__Bacteria.p__Actinobacteria	k__Bacteria.p__Tenericutes	k__Bacteria.p__Deferribacteres	Unassigned.__	k__Archaea.p__Euryarchaeota	k__Bacteria.p__.Thermi.
HEB24074	0.00709247536458124	0.614028845105343	0.00051767379663799	0.182587335931268	0.0522483227254205	0.119550507630236	0.0210558938481758	7.34614700328855e-05	4.59134187705534e-06	0.00269970902370854	0.000141183762719452	0
HEB24082	0.00388317471073342	0.978586314109258	0.000600219934603775	0.00585908121077942	0.00598321428727899	0.00374297735374568	0.000776927019973742	0.000512596586486435	1.75246696234679e-05	3.79701175175137e-05	0	0
HEB24084	0.493615751906306	0.50033437121639	0.00121075525001803	0.000549811562810122	0.000721383965389167	0.000249559858296793	0.000214465503223806	0.00308245418724398	1.36478047506059e-05	7.79874557177478e-06	0	0
HEB24089	0.478057124326596	0.515448049382603	0.00402615286592203	0.000463589921600778	0.000664555010767618	0.00020096508916684	0.000212383560142228	0.00091347767803109	6.85108258523318e-06	6.85108258523318e-06	0	0
HEB24091	0.135678120058383	0.753449747516763	0.0246801856458579	0.0193153395909677	0.0293165976108444	0.0274545929223531	0.00791876167557426	0.00152044552841569	1.35270954485382e-05	0.000605337521322084	4.05812863456146e-05	6.7635477242691e-06
HEB24093	0.151753645039825	0.844972989472078	0.000920962958869794	0.000471006770393409	0.000752558303533603	0.000226293755608007	0.000215768464649495	0.000647305393948484	3.42071956151638e-05	5.26264547925597e-06	0	0
HEB24101	0.0143520798043029	0.639415259516791	0.0007235464748006	0.241010196258716	0.0201404516027077	0.0624457176888829	0.0193372366532449	0.000150194665346695	3.91812170469639e-06	0.00223724749338164	0.00018415172012073	0
HEB24102	0.0105623324166252	0.626675459886914	0.000358906948887164	0.318269709599415	0.00682521381133757	0.0275117130778215	0.00815167407659972	3.43952492683532e-05	1.04681193425423e-05	0.00152834542401117	7.17813897774328e-05	0
HEB24103	0.0113134240137246	0.686642663033684	0.000787506577572101	0.0919220206301494	0.0554480317741784	0.112505316119917	0.0391104239200167	0.000129749367471834	1.44165963857593e-05	0.00196966748120436	9.01037274109955e-05	6.66767582841367e-05
HEB24104	0.009279936759786	0.577260343586341	0.000450304202368685	0.335209836111856	0.0311726260216541	0.03402125887551	0.0103442921472029	5.6464476786042e-05	3.38786860716252e-05	0.00217105913242331	0	0
HEB24105	0.0383225004238965	0.957501836884644	0.000969875091844232	0.000786751822754762	0.000926920250946702	0.000228338891086871	0.000241903577686091	0.000999265246142542	2.26078109987001e-05	0	0	0
HEB24114	0.00382485101068379	0.965632339166203	0.000651616143789962	0.00755297775002376	0.0150601387399373	0.00591545280534325	0.000549801121322781	0.00072118974247587	1.69691704111969e-05	7.46643498092665e-05	0	0
HEB24115	0.0210003850411513	0.833328921403475	0.00152813206911489	0.0295543148674015	0.0589329547095346	0.0414244116089907	0.0121119507147326	5.29431583000433e-05	6.01626798864129e-06	0.00178322183183328	0.000209366126004717	6.73822014727824e-05
HEB24117	0.00414405479823335	0.977761317227318	0.000636006923697649	0.00436581023894149	0.00500489709931564	0.00476158210187199	0.00248704886627531	0.000766904232448981	7.69984169125483e-06	6.46786702065406e-05	0	0
HEB24127	0.235851057221257	0.758678082499888	0.00141162761306409	0.00137307025792729	0.000908239921000263	0.000216349603823176	0.000535518821344495	0.000998207082986139	2.35628281391578e-05	0	4.28415057075596e-06	0
HEB24128	0.0122408493923536	0.756023835292777	0.00170641279339031	0.127874463495397	0.0359213514591192	0.0404090437401398	0.02140569778414	0.000464372131728133	6.19162842304177e-06	0.00185377354985871	0.00209400873267273	0
HEB24129	0.393851829189575	0.600980778787166	0.00296037448560399	0.00042973178016832	0.000544680610254497	0.000183918128137882	0.00028471940990576	0.000742746286710677	1.59159918580859e-05	5.30533061936198e-06	0	0
HEB24130	0.500419902444218	0.495849553812062	0.000710706514144257	0.000589593606303195	0.000592255428453548	0.000177011172998476	0.000246218548907655	0.00139745662893534	1.73018439772947e-05	0	0	0
HEB24131	0.540314369125605	0.456874821988038	0.000690686414127029	0.000701367131871262	0.000535816006835659	0.000178011962403874	0.000206493876388493	0.000487752776986613	1.06807177442324e-05	0	0	0
HEB24132	0.407443856985814	0.589762266210992	0.000783721330232349	0.000575825786525677	0.000592277951854982	0.000152556442144465	0.000209391195100246	0.000457669326433395	1.6452165329305e-05	5.98260557429274e-06	0	0
HEB24145	0.0594460619043261	0.521447353123786	0.00126450457492412	0.0933927657079816	0.101676853778054	0.0224093363577222	0.198031508723152	0.000437827288265981	1.53363230918027e-05	0.00172855202847609	0.000149900190219878	0
HEB24146	0.017948154232529	0.799115375057916	0.000716121543012766	0.0469356801113712	0.0218904033268142	0.0820324388736554	0.0285753979308384	0.000247419993110911	1.07418231451915e-05	0.00208928460173975	0.000438982505866826	0
HEB24147	0.103706418444442	0.726270413236696	0.000739130880498631	0.0954406593744554	0.0242549745251007	0.0231995858406717	0.0235814530431484	0.000889314894358617	8.71374824443601e-06	0.00125888033460793	0.000650455677775841	0
HEB24148	0.0193674632237892	0.866423301413996	0.000959666339256101	0.0467098644247771	0.0109369604803952	0.0290548138081255	0.0241721813420257	0.0004653572798611	1.27728439120155e-05	0.00145695572889724	0.000440663114964536	0
HEB24149	0.0414690327798033	0.772252941443792	0.00161903286193214	0.0576391029561448	0.0296446723853879	0.0675476716752473	0.0244338723356725	0.000815265448568467	1.64257645782767e-05	0.0043511850367855	0.000210797312087884	0
HEB24150	0.0517558933918104	0.763364504702062	0.00142695989541602	0.0502962510015603	0.0183875933032514	0.0690902669421836	0.041926369501961	0.000641525745371737	1.3705562349766e-05	0.00264359212246447	0.000437523721165605	1.58141104035761e-05
HEB24163	0.518553650120831	0.477513429222505	0.00085292255204766	0.000571199648492524	0.000584984255394304	0.000170584510409532	0.000218830634565763	0.00151458368333312	1.72307586272255e-05	2.58461379408382e-06	0	0
HEB24164	0.417572144524539	0.578654482293199	0.000781542633980431	0.000484414190728012	0.000572920535526605	0.000196768570132586	0.000195188099689754	0.00152515397733289	1.34339987640721e-05	3.95117610708003e-06	0	0
HEB24165	0.517770427559237	0.475556256674613	0.00118313840955063	0.000588455682644916	0.000710920886440507	0.000187849168533915	0.000220022230548011	0.0037569833706783	1.76432920722462e-05	8.30272568105702e-06	0	0
HEB24166	0.0716784742856943	0.924574105175683	0.000900847425077777	0.000678254311323093	0.000739358303334183	0.000199897345293421	0.000239178483014836	0.000958459760402518	2.26957684612618e-05	8.72914171586993e-06	0	0
HEB24167	0.274016609973221	0.721902366649779	0.00102591011073315	0.000844068900629659	0.000787978577115148	0.000184555258015488	0.000260548599551277	0.000951726134472027	1.99030180212781e-05	6.33277846131577e-06	0	0
HEB24168	0.157035620633869	0.838433070833728	0.00118557061760819	0.000792438694061032	0.000940635021262056	0.000256256149118438	0.000268605843051856	0.00105486969014618	2.67576701890738e-05	6.17484696670934e-06	0	0
HEB24181	0.0120823381046886	0.742794703017436	0.000708070158347535	0.0261605786691489	0.0700478600777333	0.0998955121301566	0.0462443471706004	0.000101577178756232	1.12863531951369e-05	0.00186521837014368	6.47480262247327e-05	2.37607435687092e-05
HEB24182	0.0209135279105578	0.456946030783937	0.000688173537122141	0.0923356394234196	0.244905928653953	0.174258835902654	0.00826347283870686	0.000118588651305643	4.79146065881386e-06	0.00117929825465056	0.000385712583034516	0
HEB24183	0.00820635963459315	0.769294976306017	0.000617969283582884	0.0926718626448714	0.023793055833339	0.0559367466951337	0.0461681260360119	8.42122470613951e-05	1.42417770765595e-05	0.00302297198642449	0.000138083316872729	5.13942390154102e-05
HEB24184	0.0168086470900453	0.781782021177767	0.0005161044324628	0.12064773080444	0.0167477298455579	0.0276349951520026	0.0325439097702799	0.000236900395228826	6.20453416075497e-06	0.00240228281733231	0.000673473980721948	0
HEB24185	0.0152807960654238	0.66224081305861	0.000944429012597833	0.0546723092759922	0.0531015288421213	0.15409878923547	0.0557485444137623	0.000197164534348567	5.66439546194779e-05	0.0032003834360005	0.000432454807383322	2.61433636705283e-05
HEB24186	0.00578605746797234	0.360524156307221	0.000580536577987881	0.0160587230126115	0.294696972134888	0.318438472455084	0.00323349863393693	4.9558000559941e-05	1.2872207937647e-05	0.000516175538299646	7.40151956414704e-05	2.89624678597058e-05
