feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia	k__Bacteria.p__Firmicutes.c__Bacilli	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae	k__Bacteria.__.__	k__Bacteria.p__Firmicutes.c__Clostridia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria	k__Bacteria.p__Cyanobacteria.c__Chloroplast	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	k__Bacteria.p__Firmicutes.c__Erysipelotrichi	k__Bacteria.p__Actinobacteria.c__Actinobacteria	k__Bacteria.p__Tenericutes.c__Mollicutes	k__Bacteria.p__Firmicutes.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria	k__Bacteria.p__Deferribacteres.c__Deferribacteres	Unassigned.__.__	k__Bacteria.p__Bacteroidetes.__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia	k__Archaea.p__Euryarchaeota.c__Halobacteria	k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia	k__Bacteria.p__.Thermi..c__Deinococci
HEB24074	0.0070766686952428	0.569606953805877	0.000517861038707529	0.182653377579258	0.0425771337367521	0.00192676457417125	0.119593748923515	0.049907565823468	0.000288210910677583	0.0208304148629563	7.34880409695828e-05	0.00177864024159193	7.11915396892834e-05	4.59300256059893e-06	0.00270068550563217	5.74125320074866e-06	0.000233094879950396	0.000141234828738417	0	1.2630757041647e-05	0
HEB24082	0.00387733315419227	0.644560269529419	0.000600219934603775	0.00585908121077942	0.333422903866964	0.000327127166304734	0.00374297735374568	0.00562103778172732	0.000560789427950972	0.000344651835928201	0.000512596586486435	4.23512849233807e-05	3.50493392469357e-05	1.75246696234679e-05	3.79701175175137e-05	5.84155654115596e-06	0.000432275184045541	0	0	0	0
HEB24084	0.493615751906306	0.0587518497649653	0.00121075525001803	0.000549811562810122	0.440732458184101	0.000534214071666572	0.000249559858296793	0.00016377365700727	0.000822767657822239	0.000146226479470777	0.00308245418724398	2.72956095012117e-05	2.33962367153243e-05	1.36478047506059e-05	7.79874557177478e-06	0	6.82390237530293e-05	0	0	0	0
HEB24089	0.478057124326596	0.207350298136277	0.00402615286592203	0.000463589921600778	0.307092925800492	0.000513831193892488	0.00020096508916684	0.000127886874924353	0.000968286338712956	0.000116468403948964	0.00091347767803109	3.65391071212436e-05	2.28369419507773e-05	6.85108258523318e-06	6.85108258523318e-06	0	9.59151561932645e-05	0	0	0	0
HEB24091	0.135676767348838	0.570813668318325	0.0246801856458579	0.0193153395909677	0.180478507474397	0.000808243953050157	0.0274545929223531	0.028210081203154	0.00166518544971505	0.00757923157981595	0.00152044552841569	0.00049238627432679	0.00028677442350901	1.35270954485382e-05	0.000605337521322084	1.35270954485382e-06	0.000339530095758309	4.05812863456146e-05	1.14980311312575e-05	0	6.7635477242691e-06
HEB24093	0.151740488426127	0.394101100682302	0.000920962958869794	0.000471006770393409	0.449914087312551	0.000557840420801133	0.000226293755608007	0.000173667300815447	0.000936750895307562	0.000178929946294703	0.000647305393948484	2.10505819170239e-05	2.10505819170239e-05	3.42071956151638e-05	5.26264547925597e-06	1.31566136981399e-05	3.68385183547918e-05	0	0	0	0
HEB24101	0.0143520798043029	0.588181900106181	0.0007235464748006	0.241010196258716	0.049027456890866	0.000707873987981815	0.0624457176888829	0.0192902191927886	0.00128644995970865	0.0190917010264173	0.000150194665346695	0.00091945256003542	0.000142358421937302	3.91812170469639e-06	0.00223724749338164	0	0.000245535626827641	0.00018415172012073	0	0	0
HEB24102	0.0105578460797641	0.591406870376269	0.000358906948887164	0.318269709599415	0.034452076201927	0.000690895876607791	0.0275117130778215	0.00608646367487816	0.000439661012386776	0.00798119327587831	3.43952492683532e-05	0.000376852296331522	4.78542598516219e-05	1.04681193425423e-05	0.00152834542401117	4.48633686108955e-06	0.000170480800721403	7.17813897774328e-05	0	0	0
HEB24103	0.0113080177900799	0.630717081504228	0.000787506577572101	0.0919220206301494	0.0544514845490128	0.00231206164536615	0.112505316119917	0.0529017004375437	0.000715423595643305	0.0387608214576621	0.000129749367471834	0.000758673384800582	0.000234269691268588	1.44165963857593e-05	0.00196966748120436	5.40622364465973e-06	0.000349602462354663	9.01037274109955e-05	0	0	6.66767582841367e-05
HEB24104	0.00885221834813173	0.533875862847786	0.000450304202368685	0.335209836111856	0.0408153470447904	0.0138210923053034	0.03402125887551	0.0158538134696009	0.000348668144153809	0.0101551361499696	5.6464476786042e-05	0.0022204655496111	0.000286557219689163	3.38786860716252e-05	0.00217105913242331	0	0.000189155997233241	0	0.0012111630270606	0.000427718411654268	0
HEB24105	0.0383225004238965	0.445608997908778	0.000969875091844232	0.000786751822754762	0.511024699033516	0.000739275419657492	0.000228338891086871	0.00016503702029051	0.000795794947154242	0.00016051545809077	0.000999265246142542	7.23449951958402e-05	2.26078109987001e-05	2.26078109987001e-05	0	0	8.13881195953202e-05	0	0	0	0
HEB24114	0.00382485101068379	0.790186389367797	0.000651616143789962	0.00755297775002376	0.17472476005593	0.000234174551674518	0.00591545280534325	0.0147988135156048	0.000690645235735715	0.000295263565154827	0.00072118974247587	3.05445067401545e-05	1.18784192878379e-05	1.69691704111969e-05	7.46643498092665e-05	0	0.000254537556167954	0	1.52722533700772e-05	0	0
HEB24115	0.0209317995860808	0.698161428502671	0.00152813206911489	0.0295543148674015	0.133096693459113	0.00386725706309862	0.0414244116089907	0.0546241035760697	0.000894017423112095	0.011481445829523	5.29431583000433e-05	0.00117678201857824	0.00044159407036627	6.01626798864129e-06	0.00178322183183328	0	0.000630504885209607	0.000209366126004717	0	6.85854550705107e-05	6.73822014727824e-05
HEB24117	0.00414405479823335	0.804679655786277	0.000636006923697649	0.00436581023894149	0.171874326263852	0.000406551641298255	0.00476158210187199	0.00457678590128187	0.00115959615870298	0.000463530469813541	0.000766904232448981	4.77390184857799e-05	2.15595567355135e-05	7.69984169125483e-06	6.46786702065406e-05	0	0.00202351839646177	0	0	0	0
HEB24127	0.235851057221257	0.121209330023113	0.00141162761306409	0.00137307025792729	0.63647911369493	0.000700458618318599	0.000216349603823176	0.000177792248686372	0.000966075953705469	0.00022277582967931	0.000998207082986139	2.35628281391578e-05	2.99890539952917e-05	2.35628281391578e-05	0	0	0.000312742991665185	4.28415057075596e-06	0	0	0
HEB24128	0.0122408493923536	0.662922795346867	0.00170641279339031	0.127874463495397	0.0903940599993561	0.00464000634022751	0.0404090437401398	0.0304727184468424	0.00218192985627992	0.0210973546886725	0.000464372131728133	0.000525050090273942	0.0004594188289897	6.19162842304177e-06	0.00185377354985871	0	0.00030834309546748	0.00209400873267273	0.000349207843059556	0	0
HEB24129	0.393851829189575	0.291271493220672	0.00296037448560399	0.00042973178016832	0.308197266339976	0.000433268667247895	0.000183918128137882	0.000100801281767878	0.00146957658156327	0.000194528789376606	0.000742746286710677	4.24426449548959e-05	1.0610661238724e-05	1.59159918580859e-05	5.30533061936198e-06	0	9.01906205291537e-05	0	0	0	0
HEB24130	0.500409255155617	0.312319578367371	0.000710706514144257	0.000589593606303195	0.182702148755931	0.000424560632981307	0.000177011172998476	0.000142407485043887	0.000803870289406613	0.000147731129344593	0.00139745662893534	2.39563993531772e-05	2.52873104283537e-05	1.73018439772947e-05	0	1.06472886014121e-05	9.84874195630619e-05	0	0	0	0
HEB24131	0.540314369125605	0.374279051552264	0.000690686414127029	0.000701367131871262	0.0817057106237539	0.000404087154656793	0.000178011962403874	0.000115707775562518	0.000874038735403019	0.000108587297066363	0.000487752776986613	1.60210766163486e-05	1.60210766163486e-05	1.06807177442324e-05	0	0	9.79065793221304e-05	0	0	0	0
HEB24132	0.407436378728846	0.19910859176943	0.000783721330232349	0.000575825786525677	0.20831283044548	0.000456173675039822	0.000152556442144465	0.000106191248943696	0.18231093096821	0.000118156460092282	0.000457669326433395	2.99130278714637e-05	2.99130278714637e-05	1.6452165329305e-05	5.98260557429274e-06	7.47825696786593e-06	9.12347350079643e-05	0	0	0	0
HEB24145	0.059433199181733	0.45408774850409	0.00126450457492412	0.0933927657079816	0.0604290707425007	0.0549208571520448	0.0224093363577222	0.0455780680685385	0.00640217281067804	0.197865282769641	0.000437827288265981	0.000528361066517591	0.00109234198021614	1.53363230918027e-05	0.00172855202847609	2.96832059841343e-06	0.000166225953511152	0.000149900190219878	8.5586577254254e-05	9.89440199471144e-06	0
HEB24146	0.0179445496764861	0.738197202061036	0.000716134876842705	0.0469365540305861	0.0585984524325311	0.00140720503299591	0.0820339662772086	0.020196435796718	0.0008049356015712	0.0284011930807048	0.000247424599949154	0.00152966409693602	0.000268550578816014	1.07420231526406e-05	0.00208932350318859	3.93874182263488e-06	0.00017473690994962	0.000438990679504578	0	0	0
HEB24147	0.103618255815146	0.590662449895948	0.000739130880498631	0.0954406593744554	0.0975652762258193	0.00397500691974125	0.0231995858406717	0.0197427906547613	0.0369165632976924	0.0234123038125211	0.000889314894358617	0.00112612381723682	0.000386480363312044	8.71374824443601e-06	0.00125888033460793	5.12573426143295e-06	0.000169149230627287	0.000650455677775841	0.000150696587286129	8.30368950352138e-05	0
HEB24148	0.0192486757754074	0.802183986004369	0.000959666339256101	0.0467098644247771	0.0625622410039796	0.00141735991276999	0.0290548138081255	0.0092041113229984	0.000569243077012159	0.0230894699397505	0.0004653572798611	0.00110783132863548	0.000315489244626784	1.27728439120155e-05	0.00145695572889724	3.40609170987081e-06	0.00108271140227518	0.000440663114964536	0	0.000115381356671874	0
HEB24149	0.0413305739456925	0.653911344358106	0.00161937865585548	0.0576514135472498	0.114323094793071	0.00274587912764943	0.0675620985438736	0.0263651493503044	0.00231981331964957	0.0239254023391999	0.000815439573408455	0.0018636271781793	0.000539975432760737	1.64292728020508e-05	0.00435211436526326	2.19056970694011e-06	0.000300108049850795	0.000210842334292985	0	0.000145125243084782	0
HEB24150	0.0517584437248449	0.631765972455811	0.00142719010678356	0.0503043652931829	0.129539513711464	0.00148149397859689	0.0691014132714445	0.0161282499285614	0.000769744202402656	0.0415287541637362	0.000641629242687694	0.00141242788920323	0.000626867025107369	1.37077734674446e-05	0.00264401861304748	5.79944262084193e-06	0.00032951378527511	0.000437594306845346	6.74844232243425e-05	0	1.58166616932053e-05
HEB24163	0.518544173203586	0.132557087657177	0.00085292255204766	0.000571199648492524	0.344334311178885	0.000432492041543359	0.000170584510409532	0.000125784537978746	0.000590153482982472	0.00014215375867461	0.00151458368333312	3.18769034603671e-05	2.67076758721995e-05	1.72307586272255e-05	2.58461379408382e-06	9.476917244974e-06	7.66768758911533e-05	0	0	0	0
HEB24164	0.417564242172325	0.401510613649259	0.000781542633980431	0.000484414190728012	0.176401837771031	0.000406180903807827	0.000196768570132586	0.000143822810297713	0.000708840993610158	0.000136710693304969	0.00152515397733289	3.31898792994723e-05	2.29168214210642e-05	1.34339987640721e-05	3.95117610708003e-06	7.90235221416007e-06	5.84774063847845e-05	0	0	0	0
HEB24165	0.517760049152136	0.1622809247991	0.00118313840955063	0.000588455682644916	0.31207039881105	0.000513731151515403	0.000187849168533915	0.000174357239302197	0.00118106272813036	0.000127654407346252	0.0037569833706783	2.38703363330389e-05	2.28324956229068e-05	1.76432920722462e-05	8.30272568105702e-06	1.03784071013213e-05	9.23678232017593e-05	0	0	0	0
HEB24166	0.07167061805815	0.48334479760612	0.000900847425077777	0.000678254311323093	0.440423607789188	0.000550808842271392	0.000199897345293421	0.000162362035915181	0.000752452015907988	0.000169345349287877	0.000958459760402518	5.32477644668066e-05	2.61874251476098e-05	2.26957684612618e-05	8.72914171586993e-06	7.85622754428294e-06	6.98331337269594e-05	0	0	0	0
HEB24167	0.274007563146848	0.263176702612723	0.00102591011073315	0.000844068900629659	0.457349641745676	0.000606137367011652	0.000184555258015488	0.000149272635159586	0.001320836650503	0.000185459940652819	0.000951726134472027	5.51856408771803e-05	3.25685749439097e-05	1.99030180212781e-05	6.33277846131577e-06	9.04682637330824e-06	7.50886588984584e-05	0	0	0	0
HEB24168	0.157028416645741	0.206042293585157	0.00118557061760819	0.000792438694061032	0.583956306782864	0.000719369671621638	0.000256256149118438	0.00018524540900128	0.0483778677018455	0.000195536820612462	0.00105486969014618	5.66027638615023e-05	3.60199406391378e-05	2.67576701890738e-05	6.17484696670934e-06	7.20398812782757e-06	7.30690224393939e-05	0	0	0	0
HEB24181	0.0120803885876152	0.696822882753573	0.000708164807536014	0.026164075607287	0.0435384714096282	0.00205557905543172	0.0999088653678892	0.0678982714124799	0.000583998327020052	0.045812084428454	0.000101590756785787	0.00194864141670984	0.000103373050764485	1.12878618650875e-05	0.00186546769770393	3.56458795739604e-06	0.000304772270357362	6.47566812260281e-05	0	0	2.37639197159736e-05
HEB24182	0.0209135279105578	0.4082779670072	0.000688173537122141	0.0923356394234196	0.0475672256903746	0.00080556432326308	0.174258835902654	0.244041070005037	0.000573178481310608	0.00816464896261882	0.000118588651305643	0.000527659605051877	5.92943256528215e-05	4.79146065881386e-06	0.00117929825465056	0	9.88238760880359e-05	0.000385712583034516	0	0	0
HEB24183	0.00820428921652103	0.72974765417023	0.00061799989720643	0.0926764535227542	0.0374738294382208	0.00126758095148453	0.0559395177495391	0.0222969161309739	0.00043098990827222	0.045878132649529	8.421641885779e-05	0.00168061294691207	0.00022973743673706	1.42424826009498e-05	0.00302312174164508	2.47695349581735e-06	0.000242741442590101	0.000138090157391818	0	0	5.13967850382101e-05
HEB24184	0.0168061443904684	0.718271732238871	0.000516131506923495	0.120654059896074	0.0616520495215489	0.0011264640648374	0.0276364448636172	0.015295543105724	0.000617665573859265	0.0323267546779001	0.000236912822850129	0.00128158555598927	0.000302909966358379	6.20485964607481e-06	0.00240240883933024	3.38446889785899e-06	0.000166403054144733	0.000673509310673938	2.36912822850129e-05	0	0
HEB24185	0.0152742602245061	0.577161593220154	0.000944429012597833	0.0546723092759922	0.0819104263002239	0.00809790689694613	0.15409878923547	0.0449818358087831	0.00231804491212017	0.0555187006748256	0.000197164534348567	0.000850748626111774	2.17861363921069e-05	5.66439546194779e-05	0.0032003834360005	6.53584091763206e-06	0.000229843738936728	0.000432454807383322	0	0	2.61433636705283e-05
HEB24186	0.00578605746797234	0.338383315044071	0.000580536577987881	0.0160587230126115	0.0213543493581595	0.00115141900002253	0.318438472455084	0.293417474665886	0.000373294030191764	0.00317814813980505	4.9558000559941e-05	0.00041319787479847	0.000128078468979588	1.2872207937647e-05	0.000516175538299646	0	5.53504941318822e-05	7.40151956414704e-05	0	0	2.89624678597058e-05
