feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia	k__Bacteria.p__Firmicutes.c__Bacilli	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae	k__Bacteria.__.__	k__Bacteria.p__Firmicutes.c__Clostridia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria	k__Bacteria.p__Cyanobacteria.c__Chloroplast	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	k__Bacteria.p__Firmicutes.c__Erysipelotrichi	k__Bacteria.p__Actinobacteria.c__Actinobacteria	k__Bacteria.p__Tenericutes.c__Mollicutes	k__Bacteria.p__Firmicutes.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria	k__Bacteria.p__Deferribacteres.c__Deferribacteres	Unassigned.__.__	k__Bacteria.p__Bacteroidetes.__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia
HEB24106	0.357194208520029	0.0700110345750017	0.00322008961412426	0.000959673644084799	0.565960008025145	0.00057680732963285	0.000188925299271049	0.000113689560623286	0.000824249314518826	0.000185581488664482	0.000531665886444192	4.34695378853742e-05	2.6750484852538e-05	1.83909583361198e-05	0	0	0.000145455761385675
HEB24122	0.299470448989596	0.492739152589382	0.000759818623941382	0.000575346530183118	0.202106593909841	0.000522455929874804	0.000162541844849939	0.000138031566658282	0.00185117101079097	0.00016899191805827	0.00135709540303282	2.58002928333237e-05	2.06402342666589e-05	1.16101317749956e-05	6.45007320833091e-06	0	8.38509517083019e-05
HEB24133	0.348789627294547	0.408325753314956	0.00140259271346142	0.000671207734164705	0.237271934027223	0.00045132933849006	0.000247652508812495	0.000152757622258174	0.000979037488109208	0.000148128603401866	0.00141416526060219	3.24031319941582e-05	3.0088622566004e-05	1.85160754252332e-05	0	0	6.48062639883164e-05
HEB24134	0.456223427528874	0.323421750006192	0.00353501580933039	0.000427636195523854	0.211802098554458	0.000424333985519809	0.00015850608019417	0.000108972930133492	0.000797483715976918	0.000102368510125401	0.00289603817354765	2.97198900364069e-05	2.31154700283165e-05	1.6511050020226e-05	0	0	3.30221000404521e-05
HEB24135	0.44839162534978	0.265175785431322	0.00139628024879175	0.000530472821793339	0.280743268205164	0.000555101917090887	0.000179981850251312	0.000185665487627669	0.00079381468689789	0.000197032762380383	0.00170698575869928	3.59963700502623e-05	2.46290952975479e-05	2.46290952975479e-05	0	0	5.87309195556911e-05
HEB24136	0.407024333576927	0.394799934971566	0.00806699822750166	0.000973848152292805	0.185122693818669	0.000475086375753864	0.00017993304596658	0.000115220283820705	0.000850736068210408	0.000127847164239412	0.00204239790772591	4.41940814654757e-05	1.26268804187074e-05	1.10485203663689e-05	4.73508015701526e-06	9.47016031403052e-06	0.000138895684605781
HEB24137	0.296325572955872	0.396526603800363	0.000891075056904844	0.000713219349982304	0.290005407532099	0.00054973582139694	0.00021737919734977	0.000141925261079602	0.0133535501975276	0.000186838318383274	0.000928802025039928	5.38956687644059e-05	2.15582675057623e-05	2.33547897979092e-05	5.38956687644059e-06	7.18608916858745e-06	4.85061018879653e-05
HEB24138	0.413034702641276	0.324315307945764	0.000796693796908584	0.000574289792417851	0.258498955767499	0.000396061925805415	0.000166041345818424	0.000111202002245366	0.000796693796908584	0.000112725317344618	0.000999294705109046	1.98030962902707e-05	1.82797811910191e-05	1.5233150992516e-05	0	9.13989059550957e-06	0.000135575043833392
HEB24169	0.404641402018756	0.458241307384886	0.00102644807041239	0.000792858137539549	0.131936385674948	0.000399798154340056	0.00016545953578493	0.000167705592831784	0.00113800223707282	0.000141501593951818	0.00115746806481222	4.79158836662239e-05	2.54553131976815e-05	2.17118847862577e-05	2.994742729139e-06	7.48685682284749e-06	8.60988534627462e-05
HEB24170	0.238729490711508	0.444794000043035	0.000943058134970836	0.000630684039909686	0.309625054628368	0.000571325542035833	0.000202560873994523	0.000165461812823365	0.000972737383907763	0.000192173136866598	0.00294492347576652	4.67448170756591e-05	2.67113240432338e-05	2.44853803729643e-05	7.4198122342316e-06	7.4198122342316e-06	0.000115749070854013
HEB24171	0.390319811647093	0.31999101204209	0.00118164051913341	0.000763779318038694	0.284576289727612	0.000477978024837118	0.000180350471227201	0.000136001994695922	0.000756880666133828	0.00016261108061469	0.00127230851559736	3.3507737823633e-05	3.15366944222428e-05	1.57683472111214e-05	6.89865190486562e-06	7.88417360556071e-06	8.57403879604727e-05
HEB24172	0.107632827240826	0.253794959059996	0.00144377435680403	0.00285595466915892	0.624753860351385	0.000736949455406843	0.000231444744220494	0.0001682566553222	0.00311091126041134	0.000232914234659989	0.00481845915110476	6.46575793377888e-05	3.60025157676324e-05	2.71855731306612e-05	9.5516878567188e-06	1.1021178296214e-05	7.12702863155172e-05
HEB24173	0.370064425183838	0.463965209441782	0.000854260996312853	0.000532214989283779	0.158759891127672	0.000474678233685533	0.000164619050739427	0.000182199726061114	0.0033834808778191	0.00015982432110624	0.0013217471355486	3.67595938544352e-05	2.31745265604048e-05	1.35850672940304e-05	7.1920944497808e-06	8.7903376608432e-06	4.7947296331872e-05
HEB24174	0.223186730324201	0.566219370478452	0.000751382924606357	0.000443362595264621	0.205872920946116	0.000368024289603114	0.000152010032662156	0.000116007656505329	0.000744049107241078	0.000132675423244601	0.00188079079885939	2.93352694611178e-05	1.8667898747984e-05	1.8667898747984e-05	3.33355334785429e-06	3.33355334785429e-06	5.93372495918064e-05
