Date,Time,Day,Mouse,Hormone,Antibiotics,Full_Group,Old_food_weight,New_food_weight,Food_consumption_g,Total food consumption,Notes
9/17/24,4:15 PM,D6,701,PL,Non_ABX,PL_Non_ABX,0,70,0,34.8,
9/18/24,10:30 AM,D7,701,PL,Non_ABX,PL_Non_ABX,65,0,5,39.8,
9/18/24,6:30 PM,D7,701,PL,Non_ABX,PL_Non_ABX,0,145.4,0,39.8,
9/19/24,1:30 PM,D8,701,PL,Non_ABX,PL_Non_ABX,141,141,4.4,44.2,
9/10/24,4:00 PM,D-2,702,PL,Non_ABX,PL_Non_ABX,0,88.2,,0,
9/11/24,10:00 AM,D-1,702,PL,Non_ABX,PL_Non_ABX,82.6,0,5.6,5.6,
9/11/24,6:00 PM,D-1,702,PL,Non_ABX,PL_Non_ABX,0,167.8,0,5.6,
9/12/24,9:30 AM,D0,702,PL,Non_ABX,PL_Non_ABX,161.8,161.8,6,11.6,
9/13/24,8:15 AM,D2,702,PL,Non_ABX,PL_Non_ABX,157.4,157.4,4.4,16,
9/14/24,10:30 AM,D3,702,PL,Non_ABX,PL_Non_ABX,153.8,153.8,3.6,19.6,
9/15/24,11:00 AM,D4,702,PL,Non_ABX,PL_Non_ABX,151,151,2.8,22.4,
9/16/24,8:30 AM,D5,702,PL,Non_ABX,PL_Non_ABX,147.4,147.4,3.6,26,
9/17/24,10:00 AM,D6,702,PL,Non_ABX,PL_Non_ABX,143,0,4.4,30.4,
9/17/24,7:15 PM,D6,702,PL,Non_ABX,PL_Non_ABX,0,73.8,0,30.4,
9/18/24,8:00 AM,D7,702,PL,Non_ABX,PL_Non_ABX,68.7,0,5.1,35.5,
9/18/24,4:00 PM,D7,702,PL,Non_ABX,PL_Non_ABX,0,146.7,0,35.5,
9/19/24,1:30 PM,D8,702,PL,Non_ABX,PL_Non_ABX,141.8,141.8,4.9,40.4,
9/10/24,4:00 PM,D-2,703,PL,Non_ABX,PL_Non_ABX,0,80.7,,0,
9/11/24,7:00 AM,D-1,703,PL,Non_ABX,PL_Non_ABX,76,0,4.7,4.7,
9/11/24,3:00 PM,D-1,703,PL,Non_ABX,PL_Non_ABX,0,161.8,0,4.7,
9/12/24,9:30 AM,D0,703,PL,Non_ABX,PL_Non_ABX,155.5,155.5,6.3,11,
9/13/24,8:15 AM,D2,703,PL,Non_ABX,PL_Non_ABX,151.7,151.7,3.8,14.8,
9/14/24,10:30 AM,D3,703,PL,Non_ABX,PL_Non_ABX,147.3,147.3,4.4,19.2,
9/15/24,11:00 AM,D4,703,PL,Non_ABX,PL_Non_ABX,137.7,137.7,9.6,28.8,
9/16/24,8:30 AM,D5,703,PL,Non_ABX,PL_Non_ABX,128.4,128.4,9.3,38.1,
9/17/24,10:00 AM,D6,703,PL,Non_ABX,PL_Non_ABX,125.4,0,3,41.1,
9/17/24,7:15 PM,D6,703,PL,Non_ABX,PL_Non_ABX,0,65.7,0,41.1,
9/18/24,8:00 AM,D7,703,PL,Non_ABX,PL_Non_ABX,61.7,0,4,45.1,
9/18/24,4:00 PM,D7,703,PL,Non_ABX,PL_Non_ABX,0,145.5,0,45.1,
9/19/24,1:30 PM,D8,703,PL,Non_ABX,PL_Non_ABX,139.6,139.6,5.9,51,
9/10/24,7:00 PM,D-2,704,PL,Non_ABX,PL_Non_ABX,0,96,,0,
9/11/24,10:00 AM,D-1,704,PL,Non_ABX,PL_Non_ABX,90.6,0,5.4,5.4,
9/11/24,6:00 PM,D-1,704,PL,Non_ABX,PL_Non_ABX,0,170.9,0,5.4,
9/12/24,9:30 AM,D0,704,PL,Non_ABX,PL_Non_ABX,162.5,162.5,8.4,13.8,
9/13/24,8:15 AM,D2,704,PL,Non_ABX,PL_Non_ABX,148.5,148.5,14,27.8,these are crazy to me. Very odd
9/14/24,10:30 AM,D3,704,PL,Non_ABX,PL_Non_ABX,130.8,130.8,17.7,45.5,
9/15/24,11:00 AM,D4,704,PL,Non_ABX,PL_Non_ABX,116.3,116.3,14.5,60,
9/16/24,8:30 AM,D5,704,PL,Non_ABX,PL_Non_ABX,102.2,102.2,14.1,74.1,
9/17/24,7:15 AM,D6,704,PL,Non_ABX,PL_Non_ABX,98.1,0,4.1,78.2,
9/17/24,4:15 PM,D6,704,PL,Non_ABX,PL_Non_ABX,0,83.4,0,78.2,
9/18/24,8:00 AM,D7,704,PL,Non_ABX,PL_Non_ABX,78.5,0,4.9,83.1,
9/18/24,4:00 PM,D7,704,PL,Non_ABX,PL_Non_ABX,0,144.7,0,83.1,
9/19/24,1:30 PM,D8,704,PL,Non_ABX,PL_Non_ABX,131.5,131.5,13.2,96.3,*** don't trust. Need to just not include this mouse
9/10/24,7:00 PM,D-2,705,PL,Non_ABX,PL_Non_ABX,0,89.1,,0,
9/11/24,10:00 AM,D-1,705,PL,Non_ABX,PL_Non_ABX,84.6,0,4.5,4.5,
9/11/24,6:00 PM,D-1,705,PL,Non_ABX,PL_Non_ABX,0,173.3,0,4.5,
9/12/24,10:45 AM,D0,705,PL,Non_ABX,PL_Non_ABX,168.4,168.4,4.9,9.4,
9/13/24,8:15 AM,D2,705,PL,Non_ABX,PL_Non_ABX,165.6,165.6,2.8,12.2,
9/14/24,10:30 AM,D3,705,PL,Non_ABX,PL_Non_ABX,162.6,162.6,3,15.2,
9/15/24,11:00 AM,D4,705,PL,Non_ABX,PL_Non_ABX,156.4,156.4,6.2,21.4,
9/16/24,8:30 AM,D5,705,PL,Non_ABX,PL_Non_ABX,152.4,152.4,4,25.4,
9/17/24,7:15 AM,D6,705,PL,Non_ABX,PL_Non_ABX,149,0,3.4,28.8,
9/17/24,4:15 PM,D6,705,PL,Non_ABX,PL_Non_ABX,0,79.8,0,28.8,
9/18/24,10:30 AM,D7,705,PL,Non_ABX,PL_Non_ABX,76.5,0,3.3,32.1,
9/18/24,6:30 PM,D7,705,PL,Non_ABX,PL_Non_ABX,0,148.4,0,32.1,
9/19/24,1:30 PM,D8,705,PL,Non_ABX,PL_Non_ABX,143.7,143.7,4.7,36.8,
9/10/24,7:00 PM,D-2,706,PL,Non_ABX,PL_Non_ABX,0,92.4,,0,
9/11/24,7:00 AM,D-1,706,PL,Non_ABX,PL_Non_ABX,87.8,0,4.6,4.6,
9/11/24,3:00 PM,D-1,706,PL,Non_ABX,PL_Non_ABX,0,157.3,0,4.6,
9/12/24,10:45 AM,D0,706,PL,Non_ABX,PL_Non_ABX,150.4,150.4,6.9,11.5,
9/13/24,8:15 AM,D2,706,PL,Non_ABX,PL_Non_ABX,147.6,147.6,2.8,14.3,
9/14/24,10:30 AM,D3,706,PL,Non_ABX,PL_Non_ABX,144.5,144.5,3.1,17.4,
9/15/24,11:00 AM,D4,706,PL,Non_ABX,PL_Non_ABX,141.5,141.5,3,20.4,
9/16/24,8:30 AM,D5,706,PL,Non_ABX,PL_Non_ABX,138.5,138.5,3,23.4,
9/17/24,10:00 AM,D6,706,PL,Non_ABX,PL_Non_ABX,135.3,0,3.2,26.6,
9/17/24,7:15 PM,D6,706,PL,Non_ABX,PL_Non_ABX,0,90.1,0,26.6,
9/18/24,10:30 AM,D7,706,PL,Non_ABX,PL_Non_ABX,85.1,0,5,31.6,
9/18/24,6:30 PM,D7,706,PL,Non_ABX,PL_Non_ABX,0,139.6,0,31.6,
9/19/24,1:30 PM,D8,706,PL,Non_ABX,PL_Non_ABX,134.7,134.7,4.9,36.5,
9/13/24,7:00 PM,D-2,711,PL,ABX,PL_ABX,0,81,,0,
9/14/24,7:15 AM,D-1,711,PL,ABX,PL_ABX,77.9,0,3.1,3.1,
9/14/24,3:15 PM,D-1,711,PL,ABX,PL_ABX,0,144.1,0,3.1,
9/15/24,10:00 AM,D0,711,PL,ABX,PL_ABX,136.2,136.2,7.9,11,
9/16/24,9:30 AM,D2,711,PL,ABX,PL_ABX,132.3,132.3,3.9,14.9,
9/17/24,8:00 AM,D3 ,711,PL,ABX,PL_ABX,128.5,128.5,3.8,18.7,
9/18/24,9:00 AM,D4,711,PL,ABX,PL_ABX,124.8,124.8,3.7,22.4,
9/19/24,8:00 AM,D5,711,PL,ABX,PL_ABX,120.1,120.1,4.7,27.1,
9/20/24,10:00 AM,D6,711,PL,ABX,PL_ABX,116.6,0,3.5,30.6,
9/20/24,7:00 PM,D6,711,PL,ABX,PL_ABX,0,94.9,0,30.6,
9/21/24,10:00 AM,D7,711,PL,ABX,PL_ABX,90.8,0,4.1,34.7,
9/21/24,6:00 PM,D7,711,PL,ABX,PL_ABX,0,81.7,0,34.7,
9/22/24,8:45 AM,D8,711,PL,ABX,PL_ABX,78,,3.7,38.4,
9/13/24,4:00 PM,D-2,712,PL,ABX,PL_ABX,0,150.9,,0,
9/14/24,10:00 AM,D-1,712,PL,ABX,PL_ABX,143.6,0,7.3,7.3,
9/14/24,6:00 PM,D-1,712,PL,ABX,PL_ABX,0,167,0,7.3,
9/15/24,10:00 AM,D0,712,PL,ABX,PL_ABX,160.4,160.4,6.6,13.9,
9/16/24,9:30 AM,D2,712,PL,ABX,PL_ABX,154.8,154.8,5.6,19.5,
9/17/24,8:00 AM,D3 ,712,PL,ABX,PL_ABX,149.2,149.2,5.6,25.1,
9/18/24,9:00 AM,D4,712,PL,ABX,PL_ABX,145.9,145.9,3.3,28.4,
9/19/24,8:00 AM,D5,712,PL,ABX,PL_ABX,141.7,141.7,4.2,32.6,
9/20/24,10:00 AM,D6,712,PL,ABX,PL_ABX,136.1,0,5.6,38.2,
9/20/24,7:00 PM,D6,712,PL,ABX,PL_ABX,0,78.5,0,38.2,
9/21/24,7:00 AM,D7,712,PL,ABX,PL_ABX,72.2,0,6.3,44.5,
9/21/24,3:00 PM,D7,712,PL,ABX,PL_ABX,0,82.4,0,44.5,
9/22/24,8:45 AM,D8,712,PL,ABX,PL_ABX,77.4,,5,49.5,
9/13/24,7:00 PM,D-2,713,PL,ABX,PL_ABX,0,90.6,,0,
9/14/24,10:00 AM,D-1,713,PL,ABX,PL_ABX,86.5,0,4.1,4.1,
9/14/24,6:00 PM,D-1,713,PL,ABX,PL_ABX,0,139.8,0,4.1,
9/15/24,10:00 AM,D0,713,PL,ABX,PL_ABX,134.4,134.4,5.4,9.5,
9/16/24,9:30 AM,D2,713,PL,ABX,PL_ABX,131.4,131.4,3,12.5,
9/17/24,8:00 AM,D3 ,713,PL,ABX,PL_ABX,127.5,127.5,3.9,16.4,
9/18/24,9:00 AM,D4,713,PL,ABX,PL_ABX,124,124,3.5,19.9,
9/19/24,8:00 AM,D5,713,PL,ABX,PL_ABX,120,120,4,23.9,
9/20/24,7:15 AM,D6,713,PL,ABX,PL_ABX,117.1,0,2.9,26.8,
9/20/24,4:15 PM,D6,713,PL,ABX,PL_ABX,0,76.5,0,26.8,
9/21/24,10:00 AM,D7,713,PL,ABX,PL_ABX,71.6,0,4.9,31.7,
9/21/24,6:00 PM,D7,713,PL,ABX,PL_ABX,0,74.1,0,31.7,
9/22/24,8:45 AM,D8,713,PL,ABX,PL_ABX,71.4,,2.7,34.4,
9/13/24,7:00 PM,D-2,714,PL,ABX,PL_ABX,0,80.1,,0,
9/14/24,10:00 AM,D-1,714,PL,ABX,PL_ABX,74.7,0,5.4,5.4,
9/14/24,6:00 PM,D-1,714,PL,ABX,PL_ABX,0,139.7,0,5.4,
9/15/24,10:00 AM,D0,714,PL,ABX,PL_ABX,133.6,133.6,6.1,11.5,
9/16/24,9:30 AM,D2,714,PL,ABX,PL_ABX,128.4,128.4,5.2,16.7,
9/17/24,8:00 AM,D3 ,714,PL,ABX,PL_ABX,123.1,123.1,5.3,22,
9/18/24,9:00 AM,D4,714,PL,ABX,PL_ABX,116.8,116.8,6.3,28.3,
9/19/24,8:00 AM,D5,714,PL,ABX,PL_ABX,109.7,109.7,7.1,35.4,
9/20/24,10:00 AM,D6,714,PL,ABX,PL_ABX,105,0,4.7,40.1,
9/20/24,7:00 PM,D6,714,PL,ABX,PL_ABX,0,81.9,0,40.1,
9/21/24,7:00 AM,D7,714,PL,ABX,PL_ABX,77.6,0,4.3,44.4,
9/21/24,3:00 PM,D7,714,PL,ABX,PL_ABX,0,79.6,0,44.4,
9/22/24,8:45 AM,D8,714,PL,ABX,PL_ABX,71.4,,8.2,52.6,
9/13/24,4:00 PM,D-2,715,PL,ABX,PL_ABX,0,156.4,,0,
9/14/24,7:15 AM,D-1,715,PL,ABX,PL_ABX,147.6,0,8.8,8.8,
9/14/24,3:15 PM,D-1,715,PL,ABX,PL_ABX,0,155.7,0,8.8,
9/15/24,10:00 AM,D0,715,PL,ABX,PL_ABX,148.8,148.8,6.9,15.7,
9/16/24,9:30 AM,D2,715,PL,ABX,PL_ABX,144.1,144.1,4.7,20.4,
9/17/24,8:00 AM,D3 ,715,PL,ABX,PL_ABX,136.8,136.8,7.3,27.7,
9/18/24,9:00 AM,D4,715,PL,ABX,PL_ABX,131,131,5.8,33.5,
9/19/24,8:00 AM,D5,715,PL,ABX,PL_ABX,126.2,126.2,4.8,38.3,
9/20/24,7:15 AM,D6,715,PL,ABX,PL_ABX,122.4,0,3.8,42.1,
9/20/24,4:15 PM,D6,715,PL,ABX,PL_ABX,0,81.7,0,42.1,
9/21/24,7:00 AM,D7,715,PL,ABX,PL_ABX,78.4,0,3.3,45.4,
9/21/24,3:00 PM,D7,715,PL,ABX,PL_ABX,0,76.3,0,45.4,
9/22/24,8:45 AM,D8,715,PL,ABX,PL_ABX,75.9,,0.4,45.8,
9/13/24,4:00 PM,D-2,716,PL,ABX,PL_ABX,0,151,,0,
9/14/24,7:15 AM,D-1,716,PL,ABX,PL_ABX,142.6,0,8.4,8.4,
9/14/24,3:15 PM,D-1,716,PL,ABX,PL_ABX,0,166,0,8.4,
9/15/24,10:00 AM,D0,716,PL,ABX,PL_ABX,160.6,160.6,5.4,13.8,
9/16/24,9:30 AM,D2,716,PL,ABX,PL_ABX,156.3,156.3,4.3,18.1,
9/17/24,8:00 AM,D3 ,716,PL,ABX,PL_ABX,151.9,151.9,4.4,22.5,
9/18/24,9:00 AM,D4,716,PL,ABX,PL_ABX,146.6,146.6,5.3,27.8,
9/19/24,8:00 AM,D5,716,PL,ABX,PL_ABX,141.8,141.8,4.8,32.6,
9/20/24,7:15 AM,D6,716,PL,ABX,PL_ABX,138,0,3.8,36.4,
9/20/24,4:15 PM,D6,716,PL,ABX,PL_ABX,0,97.5,0,36.4,
9/21/24,10:00 AM,D7,716,PL,ABX,PL_ABX,93.8,0,3.7,40.1,
9/21/24,6:00 PM,D7,716,PL,ABX,PL_ABX,0,71.2,0,40.1,
9/22/24,8:45 AM,D8,716,PL,ABX,PL_ABX,68.3,,2.9,43,
