Date,Time,Day,Mouse,Hormone,Antibiotics,Full_Group,Weight_g
9/22/24,8:45 AM,D8,711,PL,ABX,PL_ABX,18.9
9/11/24,2:30 PM,D-4,712,PL,ABX,PL_ABX,18.7
9/12/24,2:15 PM,D-3,712,PL,ABX,PL_ABX,17.7
9/13/24,1:00 PM,D-2,712,PL,ABX,PL_ABX,19.2
9/14/24,3:00 PM,D-1,712,PL,ABX,PL_ABX,19.7
9/15/24,10:00 AM,D0,712,PL,ABX,PL_ABX,19.6
9/16/24,9:30 AM,D2,712,PL,ABX,PL_ABX,19.6
9/17/24,8:00 AM,D3 ,712,PL,ABX,PL_ABX,19.9
9/18/24,9:00 AM,D4,712,PL,ABX,PL_ABX,20
9/19/24,8:00 AM,D5,712,PL,ABX,PL_ABX,19.7
9/20/24,9:00 AM,D6,712,PL,ABX,PL_ABX,20.9
9/21/24,9:00 AM,D7,712,PL,ABX,PL_ABX,21.1
9/22/24,8:45 AM,D8,712,PL,ABX,PL_ABX,21.2
9/11/24,2:30 PM,D-4,713,PL,ABX,PL_ABX,19.6
9/12/24,2:15 PM,D-3,713,PL,ABX,PL_ABX,19.2
9/13/24,4:00 PM,D-2,713,PL,ABX,PL_ABX,19.7
9/14/24,3:00 PM,D-1,713,PL,ABX,PL_ABX,19.8
9/15/24,10:00 AM,D0,713,PL,ABX,PL_ABX,20.6
9/16/24,9:30 AM,D2,713,PL,ABX,PL_ABX,20.3
9/17/24,8:00 AM,D3 ,713,PL,ABX,PL_ABX,20.9
9/18/24,9:00 AM,D4,713,PL,ABX,PL_ABX,20.8
9/19/24,8:00 AM,D5,713,PL,ABX,PL_ABX,20.5
9/20/24,9:00 AM,D6,713,PL,ABX,PL_ABX,21.1
9/21/24,9:00 AM,D7,713,PL,ABX,PL_ABX,22
9/22/24,8:45 AM,D8,713,PL,ABX,PL_ABX,21
9/11/24,2:00 PM,D-4,714,PL,ABX,PL_ABX,19.8
9/12/24,2:15 PM,D-3,714,PL,ABX,PL_ABX,18.8
9/13/24,4:00 PM,D-2,714,PL,ABX,PL_ABX,19.8
9/14/24,3:00 PM,D-1,714,PL,ABX,PL_ABX,20.4
9/15/24,10:00 AM,D0,714,PL,ABX,PL_ABX,20.9
9/16/24,9:30 AM,D2,714,PL,ABX,PL_ABX,21.1
9/17/24,8:00 AM,D3 ,714,PL,ABX,PL_ABX,21.6
9/18/24,9:00 AM,D4,714,PL,ABX,PL_ABX,21.7
9/19/24,8:00 AM,D5,714,PL,ABX,PL_ABX,21.2
9/20/24,9:00 AM,D6,714,PL,ABX,PL_ABX,21.8
9/21/24,9:00 AM,D7,714,PL,ABX,PL_ABX,21.9
9/22/24,8:45 AM,D8,714,PL,ABX,PL_ABX,21.5
9/11/24,2:30 PM,D-4,715,PL,ABX,PL_ABX,20.3
9/12/24,2:15 PM,D-3,715,PL,ABX,PL_ABX,19.7
9/13/24,1:00 PM,D-2,715,PL,ABX,PL_ABX,20.2
9/14/24,12:15 PM,D-1,715,PL,ABX,PL_ABX,20.7
9/15/24,10:00 AM,D0,715,PL,ABX,PL_ABX,21
9/16/24,9:30 AM,D2,715,PL,ABX,PL_ABX,21.3
9/17/24,8:00 AM,D3 ,715,PL,ABX,PL_ABX,21.6
9/18/24,9:00 AM,D4,715,PL,ABX,PL_ABX,21.6
9/19/24,8:00 AM,D5,715,PL,ABX,PL_ABX,21
9/20/24,9:00 AM,D6,715,PL,ABX,PL_ABX,21.8
9/21/24,9:00 AM,D7,715,PL,ABX,PL_ABX,21.3
9/22/24,8:45 AM,D8,715,PL,ABX,PL_ABX,21.3
9/11/24,2:30 PM,D-4,716,PL,ABX,PL_ABX,18.7
9/12/24,2:15 PM,D-3,716,PL,ABX,PL_ABX,16.6
9/13/24,1:00 PM,D-2,716,PL,ABX,PL_ABX,17.6
9/14/24,12:15 PM,D-1,716,PL,ABX,PL_ABX,18.5
9/15/24,10:00 AM,D0,716,PL,ABX,PL_ABX,18.8
9/16/24,9:30 AM,D2,716,PL,ABX,PL_ABX,19
9/17/24,8:00 AM,D3 ,716,PL,ABX,PL_ABX,19.2
9/18/24,9:00 AM,D4,716,PL,ABX,PL_ABX,19.3
9/19/24,8:00 AM,D5,716,PL,ABX,PL_ABX,18.6
9/20/24,9:00 AM,D6,716,PL,ABX,PL_ABX,19.4
9/21/24,9:00 AM,D7,716,PL,ABX,PL_ABX,19.5
9/22/24,8:45 AM,D8,716,PL,ABX,PL_ABX,19
