feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae	k__Bacteria.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__	k__Bacteria.p__Firmicutes.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae	Unassigned.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	k__Bacteria.p__Bacteroidetes.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae	k__Bacteria.p__Firmicutes.c__Bacilli.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae.
HEB24099	-1.04846690206259	-5.36297080254006	-8.46496175750804	-10.0954269536953	-9.63582024008346	-2.07745154220117	-3.52180504413475	-10.4178366693653	-6.69789082826699	-6.32077182900361	-11.1404231241583	-3.90977738246205	-11.5998547427956	-12.6669689386541	-13.7373582665455	-10.9334424284547	-10.6669689386541	-4.94342987951781	-5.48950985039305	-12.4154301716582	-12.8240698997389	-8.85308597359902	-6.54276555058876	-14.2179841074519	-14.3223207672667	-14.644248862154	-8.65414489829654	-14.4347954965251	-15.1848172435167	-16.0592863614329	-14.5567860209037	-15.2519314393753	-16.0592863614329	-16.644248862154	-18.0592863614329	-18.0686680818985	-16.644248862154	-18.0592863614329	-19.3691766437191	-18.185130307017	-17.0592863614329	-18.8300174864129	-12.3133319840394	-10.9438091440129	-18.9007359351929	-16.8368939400964	-18.8364572394867	-15.9438091440129	-15.7373582665455	-12.7373582665455	-19.9494097316357	-18.185130307017	-18.0592863614329	-20.14180155942	-19.784214142998	-16.8368939400964	-18.9040494899974	-19.7700928077381	-20.14180155942	-19.0105800075329	-19.6377015293591
HEB24100	-1.21081278050339	-6.38710448363174	-7.76346107246679	-9.25332174850252	-9.08278737216587	-3.42950653231595	-9.94351258356374	-10.3380444274079	-3.37941376006332	-4.88532713951256	-10.1189800237893	-2.33858990414551	-10.8828498016571	-12.4848858157372	-13.1767635203749	-10.3303087786283	-9.90278864871045	-3.90579440466001	-4.77203132081987	-12.0827873721659	-12.3694085983173	-9.16984410643509	-6.25332174850252	-13.0958435249913	-14.4177716198787	-15.0698483164584	-8.96581125067252	-13.4848858157372	-14.9703126429075	-14.877203238516	-14.353641282459	-15.5552751436286	-14.9703126429075	-15.4177716198787	-15.5552751436286	-16.0698483164584	-15.7072782370737	-16.877203238516	-19.3691766437191	-18.185130307017	-20.1519455813003	-16.5552751436286	-11.8548354254875	-10.5284750842849	-18.9007359351929	-18.7700928077381	-18.8364572394867	-18.5568390586989	-14.7072782370737	-14.7072782370737	-17.877203238516	-18.185130307017	-19.0592863614329	-17.2922407377948	-19.784214142998	-19.0373029594949	-16.5552751436286	-16.5552751436286	-20.14180155942	-19.0105800075329	-17.877203238516
HEB24139	-1.11732861958589	-5.86396732509441	-8.29525161457316	-9.74923164601004	-9.29751348340473	-1.54590640083339	-9.0234546088848	-10.4072174028305	-9.43516792457108	-5.6324452138445	-10.7065271950558	-3.52755809762707	-11.436829058941	-12.7389486727482	-13.4979405732444	-10.9129780725232	-10.0588289389867	-5.23521326409165	-5.24618507147135	-12.5545241016108	-12.8585302885009	-12.7554367955368	-7.95520630791253	-13.8060628686067	-14.8764521964981	-14.7389486727482	-9.86746341327086	-14.443492789222	-15.1983802913855	-15.291489695777	-15.7389486727482	-15.7389486727482	-16.3910253693279	-17.1983802913855	-16.6134177906643	-16.8764521964981	-16.1983802913855	-17.6134177906643	-19.3691766437191	-18.185130307017	-20.1519455813003	-16.8764521964981	-13.0898558346073	-10.1955652757784	-18.9007359351929	-17.6134177906643	-18.8364572394867	-15.7389486727482	-17.8705894809492	-13.7065271950558	-19.9494097316357	-18.185130307017	-19.0592863614329	-20.14180155942	-19.784214142998	-19.0373029594949	-18.9040494899974	-19.7700928077381	-20.14180155942	-19.0105800075329	-19.6377015293591
HEB24140	-1.27774316787915	-2.16551512996987	-8.33661090894684	-9.80629580415303	-9.44013692928366	-1.74564697593117	-10.8045002904914	-11.6741922681457	-9.54266264544038	-7.30136677240505	-10.7902160644852	-5.72922737002001	-11.762065024171	-12.7831266396988	-13.5975709865428	-11.0546725453882	-10.6807649220692	-6.35883682718181	-6.35505389325346	-12.3160006292715	-13.133623886783	-13.4111578623119	-7.62820927743623	-14.5486613860618	-14.36808914042	-14.285626980228	-11.3894627912126	-14.4555519816703	-15.8705894809492	-15.6481970596127	-15.4555519816703	-15.6481970596127	-16.285626980228	-16.8705894809492	-19.0592863614329	-16.285626980228	-16.8705894809492	-19.0592863614329	-19.3691766437191	-18.185130307017	-20.1519455813003	-18.8300174864129	-14.0292872269682	-10.7690514544871	-18.9007359351929	-18.7700928077381	-18.8364572394867	-18.5568390586989	-16.8705894809492	-13.8408421375551	-18.4555519816703	-18.185130307017	-17.4555519816703	-17.8705894809492	-17.8705894809492	-19.0373029594949	-18.9040494899974	-19.7700928077381	-20.14180155942	-19.0105800075329	-19.6377015293591
HEB24141	-1.30804128445667	-5.02127410947865	-7.91016124470557	-9.36885168940368	-9.14122894799093	-2.86729559462227	-6.47122839023513	-10.6367848946503	-5.40300219965962	-5.97381988192789	-10.278036526218	-3.65623725731649	-10.7975382501944	-12.4101924847846	-13.3770256208494	-10.5603328342124	-2.69684593591329	-4.71589534304378	-5.0362651130176	-11.7279327827085	-13.1085367849235	-12.7279327827085	-4.01040535990467	-13.4441398167079	-14.5885297260431	-16.5511483888956	-9.9630131269713	-13.8822609290998	-14.3770256208494	-15.3770256208494	-14.2514947387655	-15.1360175213456	-15.6665322380444	-15.6665322380444	-16.2514947387655	-18.0686680818985	-16.2514947387655	-17.2514947387655	-19.3691766437191	-15.3770256208494	-20.1519455813003	-16.5145291445993	-11.8822609290998	-10.6515818965784	-18.9007359351929	-18.7700928077381	-17.8364572394867	-16.0291023174291	-17.8705894809492	-14.3770256208494	-19.9494097316357	-18.185130307017	-19.0592863614329	-20.14180155942	-19.784214142998	-15.6665322380444	-18.9040494899974	-19.7700928077381	-20.14180155942	-19.0105800075329	-19.6377015293591
HEB24142	-1.71008444328515	-4.20559193477386	-7.79747578789099	-9.5087428226306	-8.97029028650718	-1.74171823162877	-7.5822198348286	-10.0447957228708	-2.53416604136195	-5.68471242695747	-10.4069536625467	-3.99869760699103	-11.1588309661168	-12.2691130211317	-13.2556925053694	-10.7159592586413	-10.0887390704584	-5.13147543838533	-5.64316525628607	-12.1776899933682	-13.3381546655614	-12.8812969905879	-5.83487453200696	-13.6886519126455	-14.2032250854753	-15.5511483888956	-9.78176131703701	-14.1036894119244	-15.0105800075329	-15.3101402893918	-14.2032250854753	-15.5511483888956	-15.4256175068117	-15.5511483888956	-16.6886519126455	-15.8406550060906	-18.3552249009769	-19.0592863614329	-19.3691766437191	-15.8406550060906	-20.1519455813003	-18.8300174864129	-13.3667238177582	-9.94988407584534	-15.6886519126455	-16.6886519126455	-17.0105800075329	-15.3101402893918	-14.7626524940893	-12.2826595529697	-19.9494097316357	-18.185130307017	-17.4256175068117	-20.14180155942	-19.784214142998	-16.4256175068117	-18.9040494899974	-17.4256175068117	-20.14180155942	-18.0105800075329	-19.6377015293591
HEB24143	-1.28392959820929	-5.0264108244692	-7.99817511587541	-9.53967661611218	-9.13362790006059	-1.88365525057058	-4.57100386096072	-10.9009671432703	-8.18526066847591	-5.67542637532264	-10.4166370056556	-3.17445908967328	-11.0461650588102	-12.246102629319	-12.9637028986183	-10.5546891869672	-10.3418138288988	-4.13539007817254	-4.94553363613419	-11.885700386617	-13.0980039903299	-12.0126124990992	-6.92417453443164	-13.455555994948	-14.455555994948	-13.9319940388909	-9.1701537760857	-13.8116998051732	-14.3680931536976	-14.7551162768069	-15.2856309935056	-15.2856309935056	-16.8705934942268	-18.1983802913855	-19.0592863614329	-18.0686680818985	-18.3552249009769	-19.0592863614329	-19.3691766437191	-18.185130307017	-20.1519455813003	-18.8300174864129	-11.9798225639816	-10.9319940388909	-18.9007359351929	-16.8705934942268	-18.8364572394867	-15.8705934942268	-14.6482010728903	-13.3680931536976	-19.9494097316357	-16.8705934942268	-19.0592863614329	-20.14180155942	-19.784214142998	-19.0373029594949	-18.9040494899974	-19.7700928077381	-20.14180155942	-19.0105800075329	-19.6377015293591
HEB24144	-1.28663666729475	-2.2879375113068	-7.86268860681709	-9.54824058978942	-9.22687070541043	-2.92637292759114	-10.2676403112127	-10.71677100916	-4.40973853498757	-5.50122745842325	-10.392336058662	-3.15035290896772	-11.2584803119273	-12.5849811366044	-13.474798218854	-10.7293710459396	-10.1193175642556	-5.19470979988824	-5.36827376618518	-11.9184048703296	-13.3143335466608	-10.9549307463547	-7.61243434934525	-13.5178669407459	-14.3143335466608	-14.1028294414671	-9.23358613277641	-13.9772985593832	-14.7549061380468	-16.240332965217	-14.5622610601044	-15.7549061380468	-15.392336058662	-15.5622610601044	-17.5622610601044	-18.0686680818985	-15.240332965217	-19.0592863614329	-19.3691766437191	-18.185130307017	-20.1519455813003	-18.8300174864129	-12.0386991040473	-10.9698040228363	-16.240332965217	-18.7700928077381	-18.8364572394867	-15.9772985593832	-15.5622610601044	-14.1699436373256	-19.9494097316357	-18.185130307017	-16.9772985593832	-20.14180155942	-19.784214142998	-19.0373029594949	-18.9040494899974	-19.7700928077381	-20.14180155942	-19.0105800075329	-19.6377015293591
HEB24175	-1.38861324564345	-2.89769198933175	-8.00092904240803	-9.56323094571801	-9.2006608663333	-1.77709288132212	-9.33176661888509	-10.4037527317108	-9.1883269638563	-5.53694823891965	-10.4532409145299	-3.75221705188509	-11.0804832187436	-12.4172359610744	-13.2330823440257	-10.6823037640608	-9.22490841257998	-4.80059220910813	-5.01487439289882	-12.0804832187436	-13.1185225797628	-11.608913761045	-6.63181803097542	-13.7256808265982	-13.982020579858	-15.2450549856918	-8.66812980403602	-14.0644827400499	-15.0644827400499	-15.692513962663	-14.1977492709134	-15.2939645861727	-15.8300174864129	-15.692513962663	-16.692513962663	-15.9040180678567	-18.3552249009769	-19.0592863614329	-16.982020579858	-18.185130307017	-19.1519455813003	-17.8300174864129	-12.4724654817948	-10.113026592008	-16.5669830805791	-17.3445906592427	-17.5669830805791	-15.9040180678567	-15.5669830805791	-13.4240251267371	-17.5669830805791	-18.185130307017	-17.8300174864129	-17.8300174864129	-18.5669830805791	-19.0373029594949	-17.8300174864129	-18.1519455813003	-20.14180155942	-19.0105800075329	-19.6377015293591
HEB24176	-1.37195454021333	-1.9262576103475	-7.87338199201201	-9.47088478935085	-9.30963691142849	-3.68661348040629	-10.0994365586197	-10.5704204629018	-8.67865742141452	-4.79218685036382	-10.3417326350338	-3.08623464259095	-11.1926639797024	-12.1407361876585	-13.0835922805549	-10.5269188242652	-9.82172557615345	-4.40185919635719	-4.65517112184805	-12.0085415752936	-12.6102214709597	-12.6511517350146	-6.26217431510849	-13.8874497583763	-14.4846905888759	-14.5606394421092	-9.01520530557466	-13.7928128842382	-14.4846905888759	-14.8632022121296	-14.5606394421092	-14.9627378856805	-16.069653089597	-15.8632022121296	-17.4481647128508	-16.9627378856805	-15.8632022121296	-17.185130307017	-19.3691766437191	-17.185130307017	-16.4481647128508	-18.8300174864129	-11.9627378856805	-9.91522442447789	-18.9007359351929	-17.7700928077381	-18.8364572394867	-16.185130307017	-16.3106611891008	-13.0152053055747	-19.9494097316357	-17.185130307017	-17.4481647128508	-20.14180155942	-17.4481647128508	-16.7700928077381	-18.9040494899974	-18.7700928077381	-20.14180155942	-17.185130307017	-19.6377015293591
HEB24177	-1.82185016901564	-4.34604472883955	-7.50919422954505	-9.08447588667392	-8.988702927448	-4.75029818812292	-7.21139237685593	-9.74648906519881	-5.87317088076285	-5.20423618822664	-9.91912845133816	-1.42721875320606	-10.721398084236	-11.8424134851973	-12.884233660892	-10.2488889709728	-4.0034797214405	-3.52022778919495	-4.65760896852638	-11.9110005704548	-12.6053742878965	-12.0350585631397	-8.44617569304724	-12.9273023827839	-14.0890534527805	-14.4171076504647	-10.3533109998837	-13.3867340014212	-14.1388064879776	-15.1137155070147	-14.3867340014212	-14.884233660892	-15.0648059065338	-15.9716965021423	-15.8017715007	-15.9716965021423	-15.7237689886987	-19.0592863614329	-17.1643415800847	-16.0648059065338	-16.3867340014212	-17.1643415800847	-12.5708170658601	-11.5246132759327	-16.512264883505	-17.3867340014212	-15.884233660892	-16.2712567840012	-14.7622431365134	-14.0409591645794	-17.649768407255	-18.185130307017	-16.9716965021423	-17.649768407255	-19.784214142998	-16.512264883505	-18.9040494899974	-19.7700928077381	-17.649768407255	-19.0105800075329	-19.6377015293591
HEB24178	-0.883418075590491	-6.02640747080075	-7.85890697282096	-9.39619685765284	-9.18058779801179	-4.07726852195109	-8.44919604867017	-9.64636911254959	-7.23154504548371	-4.75973816072778	-10.3565521048541	-2.52158704957375	-10.9366347433309	-11.9597857075814	-12.5878169301945	-10.2950351809666	-9.124218250568	-3.9206731242503	-4.32141368289582	-11.4895933941064	-12.1942509612185	-10.7804620081369	-5.57430391505216	-13.260652186941	-14.1992516422768	-14.1212491302755	-6.84365583462407	-13.6009923189422	-14.5362866295544	-15.1597232780902	-14.5111956485916	-15.0472485488318	-15.5618217216615	-16.2817138024688	-16.784214142998	-15.9097450250818	-16.3691766437191	-16.1992516422768	-18.3691766437191	-16.5618217216615	-16.4622860481106	-16.784214142998	-12.5236865927748	-9.01162463910105	-16.9097450250818	-17.1992516422768	-16.784214142998	-16.2817138024688	-15.2817138024688	-13.2398936267742	-18.784214142998	-18.185130307017	-19.0592863614329	-20.14180155942	-18.784214142998	-17.5618217216615	-18.9040494899974	-18.3691766437191	-20.14180155942	-16.5618217216615	-19.6377015293591
HEB24179	-1.2389104377354	-1.68891893532089	-7.85028112582777	-9.56858794769478	-9.32309228487486	-5.80948539017513	-5.52721353057547	-10.6155089950823	-9.1425916263437	-5.86925842202162	-10.3532199754913	-2.99038133150866	-11.267585691662	-12.3948208799581	-13.0914287365081	-10.5189571799702	-10.5816309851704	-5.03430841315731	-4.8992776614923	-11.9569434043211	-12.7464696729654	-12.5685879476948	-7.69005877115357	-13.7794847301934	-14.2489700134946	-14.603634894794	-11.1834330508104	-14.2305914841798	-14.7270173102993	-15.3249188667279	-14.5570923088569	-15.2864447189133	-15.58017592197	-16.2864447189133	-16.4469093911065	-16.4469093911065	-16.0749406137196	-17.3644472309146	-17.7270173102993	-17.0749406137196	-20.1519455813003	-17.7270173102993	-12.137767451175	-10.7448385873865	-17.3644472309146	-16.4469093911065	-17.7270173102993	-17.5343722323569	-15.2124441374695	-13.3644472309146	-18.9494097316357	-16.1420548095781	-19.0592863614329	-20.14180155942	-17.7270173102993	-19.0373029594949	-18.9040494899974	-19.7700928077381	-20.14180155942	-19.0105800075329	-19.6377015293591
HEB24180	-1.62390998644726	-1.16463530151749	-7.7696506756139	-9.44212426260826	-9.12068835913099	-5.29970803817174	-10.1246319471197	-10.4462309976355	-6.76553969853941	-5.47735735867436	-10.193376803112	-3.34370309604843	-11.2772201937023	-12.3097746938503	-12.6912825695639	-10.5878529799085	-9.95236870360818	-5.72263134202467	-5.22499937983095	-12.0083449092795	-12.722818142997	-12.8917471519656	-6.46558659682593	-13.7148693898815	-14.3400209807184	-13.937261811218	-8.93899686258872	-13.8476245987333	-15.1352011888299	-14.8651120254621	-14.4413043165556	-15.5788078403055	-15.3157734344717	-15.6991020740232	-16.2226640300802	-16.3157734344717	-15.8303466073015	-16.7632324114429	-17.9007359351929	-16.1352011888299	-15.0933810131353	-17.4153091080226	-12.536163502897	-10.2311421840045	-17.9007359351929	-17.4153091080226	-18.8364572394867	-16.3157734344717	-15.0132106644513	-13.3400209807184	-19.9494097316357	-16.4153091080226	-19.0592863614329	-20.14180155942	-19.784214142998	-17.2226640300802	-18.9040494899974	-19.7700928077381	-20.14180155942	-19.0105800075329	-18.6377015293591
