feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae	k__Bacteria.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__	k__Bacteria.p__Firmicutes.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae	Unassigned.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	k__Bacteria.p__Bacteroidetes.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae	k__Bacteria.p__Firmicutes.c__Bacilli.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae.	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Thermicanaceae.	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae
HEB24106	-1.48964926270206	-4.83892914210513	-7.79936906096566	-9.51941918472	-9.39891254528342	-5.21512316030438	-8.27868344599498	-10.0251685071627	-6.8966037850003	-5.04541719100655	-10.2741960550027	-1.50567608036012	-10.881736403699	-12.3698964714232	-13.4896357156973	-10.5318639510866	-10.2446315974605	-3.76590914502033	-3.34375254535136	-12.0101663438235	-12.7638106791363	-11.2185318798877	-8.94214792039485	-13.3074323844766	-14.3827205117808	-14.2358791234516	-10.8771924785541	-13.6982223375088	-14.8681473389511	-15.3827205117808	-14.4896357156973	-15.1900754338384	-15.7306438152011	-16.0201504323961	-15.8681473389511	-17.6881797210012	-15.4896357156973	-19.349136499311	-18.1452512594946	-17.9314714245875	-18.5164339253087	-19.0863617321916	-11.9516706945134	-11.9326875911458	-18.0401751862908	-19.1945058304213	-18.5547483591206	-15.7306438152011	-15.7306438152011	-12.7471319379897	-18.1900754338384	-16.1900754338384	-19.2081366979644	-16.8681473389511	-18.349136499311	-19.5641643790172	-17.1900754338384	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-18.7208621298642
HEB24122	-1.74396671475146	-3.28687697888688	-7.98673555098148	-9.4674492245287	-9.15371302751324	-1.38690058076376	-10.3620405551868	-10.7632644790969	-4.03684010536373	-5.76457919199374	-10.3743398201372	-3.8199612278844	-11.080348601753	-12.5868844555173	-13.1718469562385	-10.7730014904622	-9.07732935745418	-5.87122201970522	-5.42022320124874	-12.2332475009026	-12.9059528962654	-11.6512750427873	-6.57938991897039	-13.4348813620723	-14.1378996243151	-14.3547110133883	-9.52524538972493	-13.836243924454	-14.9203081892425	-15.1718469562385	-15.2422362841299	-15.5641643790172	-16.3942393775749	-15.8637246608761	-15.9792018782961	-16.3942393775749	-16.2422362841299	-17.2422362841299	-18.1452512594946	-17.9314714245875	-16.5641643790172	-17.5641643790172	-12.7568094569596	-10.960538034031	-16.3942393775749	-19.1945058304213	-16.2422362841299	-18.1452512594946	-16.7568094569596	-13.5417965659888	-18.5641643790172	-18.1792114978687	-19.2081366979644	-19.777140780457	-18.349136499311	-18.5641643790172	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-18.7208621298642
HEB24133	-1.52334785015225	-1.86605460671592	-7.81096904609411	-9.38324022787164	-9.38994525174953	-2.99142725784841	-9.4776881463912	-10.5409530398492	-3.51816434271732	-5.7182228919047	-10.2737789036545	-3.72231577138827	-11.3371578373901	-11.979395143463	-13.0204224117231	-10.7724948982795	-9.9963482767442	-5.29067095967246	-6.12723758015808	-12.1510065215332	-13.1662732781865	-12.8879721156994	-6.15742749415395	-13.3285447070854	-14.135899629143	-13.9659746277007	-9.46583356004542	-14.6333992886138	-14.5509371284218	-15.135899629143	-14.9135072078065	-15.0204224117231	-15.7208621298642	-16.3989340349768	-16.3989340349768	-16.135899629143	-16.7208621298642	-19.349136499311	-18.1452512594946	-17.9314714245875	-16.7208621298642	-16.7208621298642	-13.1662732781865	-9.98615250963831	-18.0401751862908	-19.1945058304213	-16.3989340349768	-18.1452512594946	-18.5269474645698	-13.9135072078065	-19.5641643790172	-18.1792114978687	-19.2081366979644	-19.777140780457	-18.349136499311	-19.5641643790172	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-17.7208621298642
HEB24134	-1.13488422860659	-6.70629951306209	-8.32625799036395	-9.88170721084209	-9.21945201119222	-1.70156567177471	-8.14406761757888	-11.1913284102778	-3.55775806256669	-6.38357566799411	-10.8682866950798	-4.3685884209338	-11.3689329098674	-12.6231741972432	-13.6231741972432	-10.8907240841995	-10.2922573191286	-4.70991076661447	-5.77416012354842	-12.3501557028368	-13.2539403875775	-10.7043109599686	-6.8688433977843	-13.7162836016347	-14.4007817759068	-17.6231741972432	-8.43170366551966	-14.4532491958009	-15.0382116965221	-15.2081366979644	-15.0382116965221	-15.4007817759068	-15.886208603077	-16.886208603077	-18.0570023066714	-16.6231741972432	-16.2081366979644	-19.349136499311	-18.1452512594946	-15.2081366979644	-18.5164339253087	-19.0863617321916	-12.9793180074685	-10.680659691904	-18.0401751862908	-19.1945058304213	-18.5547483591206	-15.4007817759068	-15.5076969798233	-14.886208603077	-18.2081366979644	-18.1792114978687	-18.2081366979644	-17.6231741972432	-18.349136499311	-19.5641643790172	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-18.7208621298642
HEB24135	-1.16111806731665	-2.43633564086663	-7.7335921531214	-9.37128064440517	-9.0819385963133	-3.80621560603424	-9.48419574930057	-10.8804335414507	-3.61137367074976	-5.44532886234301	-10.2185536698406	-3.47234646926372	-11.0040920092018	-12.4398609500647	-12.9653224390372	-10.3408315741294	-10.2989101246963	-5.24194590961894	-5.31851829605874	-11.7905480379335	-12.5019219181969	-12.6877884635083	-4.9022542585694	-14.0097165583956	-13.8397915569533	-13.9653224390372	-9.1943332625821	-13.4247540576745	-14.4247540576745	-14.9222537171453	-14.7617890449521	-15.3092768402545	-15.3092768402545	-18.9348081078975	-18.0570023066714	-16.202361636338	-15.5502849397583	-19.349136499311	-18.1452512594946	-16.6877884635083	-14.4247540576745	-19.0863617321916	-12.6877884635083	-10.9436273679379	-18.0401751862908	-19.1945058304213	-18.5547483591206	-18.1452512594946	-15.0097165583956	-14.0555202480088	-17.0097165583956	-18.1792114978687	-19.2081366979644	-19.777140780457	-16.6877884635083	-19.5641643790172	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-16.4247540576745
HEB24136	-1.30009514734468	-2.89776334070428	-8.07101839789194	-9.74176076120609	-9.28445753495024	-1.98016460808093	-6.95375234572219	-10.004015542573	-4.41152216003903	-6.52327279432556	-10.5657830896415	-4.36001906512583	-11.2124462900348	-12.4402522075577	-13.4917825081977	-10.6149307389706	-10.1990007589699	-5.85872123997598	-6.24230268958102	-12.3542789844478	-13.5182547195589	-13.2070530312646	-4.39676916814163	-13.951214126835	-14.1856793804721	-14.3662516261139	-8.9355203197299	-14.1856793804721	-15.6881797210012	-15.4657872996648	-14.4657872996648	-16.2731422217224	-16.4657872996648	-16.4657872996648	-16.4657872996648	-16.6881797210012	-17.2731422217224	-17.6881797210012	-18.1452512594946	-17.9314714245875	-18.5164339253087	-19.0863617321916	-14.0252147082788	-11.2787887848635	-18.0401751862908	-16.6881797210012	-18.5547483591206	-18.1452512594946	-18.5269474645698	-12.8137106030851	-17.2731422217224	-18.1792114978687	-19.2081366979644	-19.777140780457	-18.349136499311	-17.6881797210012	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-17.6881797210012	-18.7208621298642
HEB24137	-1.76045024478528	-3.10805346787368	-7.62693011355432	-9.30500201866696	-8.92522984920731	-1.88430488562471	-10.1321654218047	-10.4533665350487	-3.46379508331053	-5.7616186216972	-10.0229666509031	-3.29230130324889	-11.0095461351408	-12.167498494917	-13.2534717180269	-10.3448947457905	-6.22663283951322	-4.54230288918849	-5.24479738446104	-11.9468103797928	-13.0202725417338	-11.7917409833	-6.90179627974546	-13.5627997761346	-13.9988988909413	-14.1794711365831	-10.0723412618767	-13.7288097275735	-14.5013992314705	-14.6269301135543	-14.1794711365831	-15.5013992314705	-15.3859220140505	-16.7644336373043	-15.7644336373043	-15.7644336373043	-17.0863617321916	-17.5013992314705	-18.1452512594946	-17.9314714245875	-16.0863617321916	-18.0863617321916	-13.0419676128332	-10.6310345118871	-18.0401751862908	-17.0863617321916	-15.9164367307493	-15.7644336373043	-14.279006810134	-14.3314742300281	-19.5641643790172	-18.1792114978687	-19.2081366979644	-19.777140780457	-18.349136499311	-19.5641643790172	-19.0401751862908	-20.349136499311	-18.777140780457	-18.0863617321916	-19.349136499311	-18.7208621298642
HEB24138	-1.27879712830852	-2.64429689174623	-8.06049815412219	-9.61182717327845	-9.39361683615538	-2.66973212919729	-10.2936870374713	-10.7659334604496	-3.11699661351194	-5.78362069845731	-10.5041752113031	-3.76437966919453	-11.4234873657375	-12.5561698489413	-13.5964337191551	-10.8690269534137	-10.2936870374713	-6.15067703741485	-5.00320117203619	-12.0859494343932	-13.0575676330234	-13.3936168361554	-7.51418423605361	-13.8007922176613	-14.9320367509395	-14.3243541737183	-9.96680216910019	-14.7393916729971	-15.3243541737183	-15.6239144555772	-15.6239144555772	-15.7393916729971	-16.0024260788309	-16.154429172276	-16.7393916729971	-16.5169992516607	-17.0024260788309	-19.349136499311	-18.1452512594946	-17.9314714245875	-18.5164339253087	-19.0863617321916	-13.6239144555772	-10.9800582658025	-18.0401751862908	-16.7393916729971	-18.5547483591206	-18.1452512594946	-17.3243541737183	-12.8486207427519	-17.7393916729971	-18.1792114978687	-19.2081366979644	-16.7393916729971	-18.349136499311	-19.5641643790172	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-17.3243541737183
HEB24169	-1.3089431153052	-2.11140370117687	-7.95655074303556	-9.57023802330265	-9.2723209022602	-2.19003877709636	-9.9281236435318	-10.3006496253187	-5.05311652106946	-6.48524062561595	-10.5115085661396	-4.27392896707711	-11.4482696913303	-12.5612339399196	-12.8734030683446	-10.6469638139455	-9.77928089098008	-6.01472353301996	-5.84698842225347	-12.0964710668608	-12.7270846798547	-12.5225880120201	-7.74388849774522	-13.9915844946929	-14.5942489971476	-14.7344266551958	-9.75481189538618	-14.1993893798063	-15.3047423799526	-15.3047423799526	-14.349136499311	-15.2616736580607	-15.4911555041835	-16.1012089858674	-16.7641739985899	-16.4422459037025	-15.8897048806737	-18.349136499311	-16.8897048806737	-17.9314714245875	-16.5417815772534	-19.0863617321916	-12.5225880120201	-9.93762551129896	-17.0272084044237	-17.0272084044237	-18.5547483591206	-16.4422459037025	-16.349136499311	-13.5036464483667	-18.0272084044237	-17.1792114978687	-19.2081366979644	-18.0272084044237	-17.349136499311	-17.349136499311	-19.0401751862908	-19.349136499311	-18.777140780457	-19.777140780457	-18.349136499311	-18.7208621298642
HEB24170	-2.07269222696288	-1.95418413394923	-7.57787742075194	-9.20160153362251	-6.68791101303251	-2.56314426800497	-10.0503549661732	-10.6307842501531	-7.39776241338578	-5.37319674030344	-10.1971963545025	-2.70169645083625	-10.9150200549685	-12.2693461402583	-13.0767010623159	-10.5612033812579	-10.0056513109564	-3.53858676335844	-4.88770019460355	-12.1971963545025	-13.0767010623159	-10.7038917984264	-7.88789034398425	-13.419588775839	-14.5292132670135	-14.2328202642332	-8.40754343417836	-13.8543086409795	-15.1141757677346	-14.8075144295006	-14.3848233576783	-15.1921782797359	-15.3177091618197	-16.2746404399279	-16.0401751862908	-15.8385413251212	-16.0401751862908	-17.0401751862908	-18.1452512594946	-16.9026716625409	-15.777140780457	-17.1921782797359	-12.5355547938873	-10.1526499155492	-17.0401751862908	-17.0401751862908	-17.5547483591206	-16.2746404399279	-14.9026716625409	-13.0767010623159	-19.5641643790172	-18.1792114978687	-16.777140780457	-18.777140780457	-17.0401751862908	-16.1921782797359	-18.0401751862908	-20.349136499311	-17.777140780457	-18.777140780457	-19.349136499311	-18.7208621298642
HEB24171	-1.36102174690239	-2.220266486674	-7.84899052515768	-9.48093096716018	-9.25563865531794	-3.36277950689679	-9.724990238138	-10.3545536813906	-4.23803866967856	-5.81041933137662	-10.3323863560447	-2.7622220384104	-11.1647036221608	-12.4369063432682	-13.2521664634111	-10.5689018890782	-10.3676436808311	-4.99541343012535	-5.53660040099296	-12.224685726989	-12.9191831800148	-12.9191831800148	-6.30672262703322	-13.8028590620475	-14.5263414268501	-14.66720396269	-9.61833289624503	-13.9753262580523	-14.3980173298746	-15.3087499917775	-14.8651433403019	-15.0457155859437	-15.9526061815522	-16.4931745629149	-16.7826811801099	-15.9526061815522	-16.4931745629149	-17.1452512594946	-17.1452512594946	-16.4931745629149	-18.5164339253087	-19.0863617321916	-12.4134473704442	-11.3601491442841	-16.6306780866649	-16.9526061815522	-18.5547483591206	-17.1452512594946	-14.9082120621938	-13.5096626857035	-19.5641643790172	-18.1792114978687	-16.7826811801099	-19.777140780457	-16.7826811801099	-15.3676436808311	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-18.7208621298642
HEB24172	-3.23130605108232	-2.42430954773574	-7.40398120759393	-9.0816223074356	-8.92348702729473	-4.14406574691782	-9.43592945918126	-8.45180166398803	-4.76769944698304	-4.60596631512378	-9.8149551111624	-1.37026495948055	-10.5688881342696	-12.0770350379399	-12.9499783016251	-10.318251333568	-8.32843750231964	-3.31457653634886	-4.36761747780816	-12.0633601010429	-13.1667896906983	-12.0186910517091	-6.67591171778584	-13.4455057187643	-13.9168114376899	-14.4455057187643	-7.69720286993416	-13.4693524607187	-14.3101538658695	-14.8843899599976	-13.9168114376899	-14.8843899599976	-15.1667896906983	-16.3762430563272	-16.2887802150769	-15.5182620611997	-15.9839256335485	-16.6758033381861	-18.1452512594946	-16.0543149614399	-15.7912805556061	-17.2063180548849	-11.5496945690363	-10.5136056987684	-18.0401751862908	-16.4693524607187	-16.5688881342696	-16.2063180548849	-14.9839256335485	-13.7763302141401	-17.5688881342696	-15.7323868665525	-17.0543149614399	-19.777140780457	-18.349136499311	-19.5641643790172	-19.0401751862908	-20.349136499311	-17.0543149614399	-18.3762430563272	-19.349136499311	-18.7208621298642
HEB24173	-1.43813052153522	-2.35453687780812	-7.84700921351856	-9.42535079834717	-9.16231639251338	-1.9427134655403	-10.1930273957127	-10.875695166362	-4.39236353932488	-6.90275417858639	-10.3511916876971	-4.41660821301483	-11.1836111708766	-12.56857300625	-12.8038624216009	-10.6348537079257	-8.20726797942564	-5.34087529097828	-5.34232450761535	-12.0262548429374	-12.9063453792022	-12.6551606912461	-7.49955999739538	-13.8288087787311	-14.52715307887	-14.2106794140748	-9.56333001426196	-14.0851485319909	-15.2106794140748	-14.8975215288151	-14.7315115773762	-15.3970925383057	-16.1676106921829	-16.4477186113756	-18.0570023066714	-16.1676106921829	-15.7956419147959	-17.0851485319909	-18.1452512594946	-17.9314714245875	-18.5164339253087	-19.0863617321916	-12.4221835192685	-10.5529008480677	-18.0401751862908	-16.7956419147959	-16.1676106921829	-16.4477186113756	-16.0071460199896	-14.3481829378247	-19.5641643790172	-18.1792114978687	-17.6701110327121	-18.6701110327121	-17.2550735334332	-19.5641643790172	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-18.7208621298642
HEB24174	-2.16880823170672	-0.910037749726268	-7.99336209836827	-9.66468488389261	-9.08128458694174	-5.24774573308048	-10.3781621251364	-11.1392233949201	-4.4295927835268	-5.50804907498951	-10.4543877875882	-3.63505703715159	-11.5622376149218	-12.6835439111439	-13.4396183282578	-10.8493223832336	-10.3923126134795	-5.53357400567884	-5.39356549678956	-12.5916214217029	-13.7749669389075	-12.7953347366015	-6.62807118413802	-14.2310317064464	-14.7090790032511	-14.8725777355339	-9.0544429747231	-14.3069805596797	-15.4289710840583	-15.5164339253087	-15.0570023066714	-15.7090790032511	-15.7090790032511	-16.7090790032511	-17.0570023066714	-16.2685064118651	-16.5164339253087	-18.1945058304213	-18.1452512594946	-16.9314714245875	-17.5164339253087	-19.0863617321916	-13.0488283752257	-9.73671457016526	-16.7090790032511	-18.1945058304213	-17.3465089238664	-16.9314714245875	-16.3465089238664	-14.0407004943423	-18.1945058304213	-18.1792114978687	-17.5164339253087	-19.777140780457	-18.349136499311	-19.5641643790172	-19.0401751862908	-20.349136499311	-18.777140780457	-19.777140780457	-19.349136499311	-18.7208621298642
